@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
-0.471,-0.919,class_0
1.4,0.541,class_0
0.183,-1.16,class_0
-0.0541,-1.31,class_0
0.728,0.752,class_0
-1.13,0.654,class_0
-0.265,1.71,class_0
0.675,0.886,class_0
-1.42,-1.4,class_0
-0.39,-1.01,class_0
-0.634,1.21,class_0
-0.218,-1.05,class_0
0.0273,-0.683,class_0
-0.0232,-1.24,class_0
-1.48,0.944,class_0
-0.0127,-1.12,class_0
-0.587,1.01,class_0
0.163,-1.13,class_0
0.93,0.65,class_0
1.5,-0.0608,class_0
1.64,-0.308,class_0
0.404,-1.1,class_0
-0.642,-1.35,class_0
-0.181,-1.1,class_0
-0.218,-0.882,class_0
-0.305,1.18,class_0
-1.19,0.814,class_0
-0.758,0.794,class_0
0.811,1.07,class_0
0.462,1.89,class_0
-0.0199,-1.32,class_0
-0.396,-1.45,class_0
-1.08,0.89,class_0
-0.177,1.51,class_0
-0.437,-0.789,class_0
-0.961,0.755,class_0
-1.64,0.572,class_0
1.34,0.274,class_0
1.16,-0.254,class_0
-0.38,-1.34,class_0
-0.516,1.46,class_0
1.21,0.151,class_0
0.725,1.33,class_0
0.0966,-1.06,class_0
-0.347,-1.15,class_0
-0.0605,1.65,class_0
-0.121,-1.05,class_0
1.62,-0.131,class_0
-0.446,-1.53,class_0
0.298,-0.878,class_0
-1.46,1.11,class_0
-1.12,-1.17,class_0
-0.0845,1.15,class_0
-0.899,-1.38,class_0
1.35,0.677,class_0
-0.678,1.6,class_0
-0.145,1.65,class_0
1.35,-0.518,class_0
1.12,1.14,class_0
-0.715,-1.49,class_0
-1,-0.885,class_0
-0.357,1.51,class_0
-0.859,1.26,class_0
0.8,1.56,class_0
-1.53,0.795,class_0
-1.62,0.213,class_0
-0.836,-1.36,class_0
-1.6,0.788,class_0
-1.14,1.08,class_0
0.143,0.845,class_0
0.678,0.961,class_0
-0.872,0.663,class_0
-1.2,-1.4,class_0
1.08,0.088,class_0
0.523,-1.38,class_0
1.23,-0.0874,class_0
-0.466,-0.851,class_0
0.134,-1.06,class_0
1.24,0.441,class_0
-0.714,-1.65,class_0
0.547,1.15,class_0
-1.47,0.96,class_0
0.437,2.35,class_0
0.543,0.913,class_0
0.843,0.634,class_0
0.974,0.877,class_0
1.97,0.041,class_0
-1.04,-1.07,class_0
0.72,0.677,class_0
0.803,0.349,class_0
1.3,-0.346,class_0
-0.0128,-1.27,class_0
-1.83,0.379,class_0
-1.21,1,class_0
-0.76,-1.26,class_0
-0.665,1.61,class_0
-0.599,1.25,class_0
-0.298,-1.16,class_0
1.01,0.257,class_0
-0.479,0.91,class_0
-1.74,0.367,class_0
0.637,1.25,class_0
0.00879,1.47,class_0
0.157,0.956,class_0
-0.617,1.61,class_0
0.934,0.32,class_0
-0.226,-1.45,class_0
-0.667,-0.895,class_0
-0.0337,-1.36,class_0
-0.495,1.31,class_0
-0.823,0.729,class_0
1.7,0.0023,class_0
-0.563,1.29,class_0
0.742,0.744,class_0
-0.435,-1.53,class_0
2.27,0.284,class_0
0.175,-0.887,class_0
1.17,1.37,class_0
-1.33,0.878,class_0
0.99,1.02,class_0
-1.9,0.856,class_0
-0.306,2.28,class_0
0.569,1.15,class_0
-1.07,1.3,class_0
-0.211,-0.637,class_0
-0.104,-1.15,class_0
-0.0169,-0.939,class_0
-0.897,-0.972,class_0
1.55,-0.00546,class_0
-2.25,0.167,class_0
1.54,-0.749,class_0
-0.851,-1.26,class_0
-0.138,-1.03,class_0
-0.651,1.12,class_0
-0.562,-1.12,class_0
1.66,-0.402,class_0
-0.0113,-0.78,class_0
-1.33,0.897,class_0
0.127,1.94,class_0
-0.396,1.21,class_0
-0.665,-1.04,class_0
-0.22,-1.12,class_0
-1.54,0.562,class_0
-0.625,1.38,class_0
-0.0656,-1.57,class_0
-0.309,1.16,class_0
-0.625,-0.675,class_0
-0.704,0.71,class_0
0.672,1.57,class_0
1.38,0.698,class_0
-1.34,0.54,class_0
0.129,-0.889,class_0
-2.37,-0.01,class_0
1.36,-0.412,class_0
1.92,0.0429,class_0
1.32,0.218,class_0
1.05,0.899,class_0
0.942,0.248,class_0
0.359,1.52,class_0
-1.02,-1.19,class_0
-0.496,1.41,class_0
1.45,0.273,class_0
-0.878,-1.46,class_0
0.983,0.203,class_0
-1.67,1.1,class_0
1.1,0.74,class_0
1.5,-0.993,class_0
-0.248,-1.69,class_0
-0.819,-1.21,class_0
1.78,0.272,class_0
-1.04,1.13,class_0
-0.536,-0.814,class_0
-0.663,-1.47,class_0
0.486,0.991,class_0
0.0479,-1.06,class_0
-1.04,-1.08,class_0
-0.767,-1.2,class_0
0.613,1.35,class_0
-0.734,1.25,class_0
-0.443,1.02,class_0
-0.568,-0.873,class_0
0.14,1.25,class_0
1.22,0.325,class_0
1.52,0.315,class_0
-0.276,-1.19,class_0
-0.0163,-1.07,class_0
1.51,-0.355,class_0
0.431,-1.46,class_0
-0.264,-1.14,class_0
1.14,0.607,class_0
1.53,0.228,class_0
-0.0175,-1.21,class_0
-0.295,-1.27,class_0
0.405,-1.2,class_0
0.351,-0.964,class_0
-0.867,1.09,class_0
1.21,0.752,class_0
0.545,1.28,class_0
0.985,0.114,class_0
-0.544,-0.831,class_0
1.12,0.293,class_0
-0.956,1.11,class_0
-0.861,-1.21,class_0
0.599,1.14,class_0
-1.37,0.928,class_0
0.395,1.21,class_0
-0.381,-0.917,class_0
-0.334,-1.34,class_0
0.655,1.14,class_0
-0.511,1.53,class_0
0.0545,-1.32,class_0
1.29,0.488,class_0
-0.421,-1.09,class_0
0.849,0.907,class_0
-1.17,1.08,class_0
0.179,1.87,class_0
1.36,-0.117,class_0
1.02,0.729,class_0
-0.549,1.03,class_0
1.27,0.775,class_0
-0.0192,-1.03,class_0
-0.491,-1.55,class_0
-0.457,-0.983,class_0
0.401,-1.31,class_0
-1.74,0.697,class_0
0.745,0.877,class_0
1.88,0.325,class_0
1.09,0.155,class_0
0.0899,-1.09,class_0
-0.555,0.908,class_0
1.45,0.211,class_0
0.132,-1.49,class_0
1,0.654,class_0
-0.487,-0.797,class_0
-0.0476,-1.24,class_0
-0.398,-1.28,class_0
0.335,1.15,class_0
-0.397,-1.1,class_0
-0.4,-1.15,class_0
-0.726,-1.17,class_0
-1.13,1.01,class_0
-0.0261,-1.38,class_0
-1.21,-1.22,class_0
1.55,0.482,class_0
-0.794,1.24,class_0
0.517,1.46,class_0
-0.865,1.6,class_0
0.329,0.606,class_0
0.497,2.23,class_0
-1.82,0.474,class_0
0.948,0.985,class_0
-0.488,-1.31,class_0
-1.67,0.88,class_0
-0.144,1.68,class_0
-1.23,-0.977,class_0
-1.69,0.614,class_0
1.71,-0.945,class_0
-0.135,-1.1,class_0
-0.0117,-1.34,class_0
1.31,0.151,class_0
0.983,0.611,class_0
0.976,1.24,class_0
-1.4,0.98,class_0
-0.45,-0.928,class_0
-2.09,0.604,class_0
0.455,0.877,class_0
0.193,1.72,class_0
-0.304,1.5,class_0
-0.0237,-1,class_0
-0.184,-1.4,class_0
-0.152,-1.11,class_0
1.31,0.208,class_0
-1.06,-1.54,class_0
0.715,1.3,class_0
1.12,0.422,class_0
1.88,-1.13,class_0
-0.734,0.881,class_0
0.301,-1.29,class_0
-1.93,0.96,class_0
0.272,-1.6,class_0
0.194,-1.27,class_0
0.869,0.576,class_0
1.59,-0.111,class_0
0.735,0.932,class_0
1.74,0.195,class_0
-0.201,1.35,class_0
-0.0882,1.17,class_0
0.831,1.35,class_0
0.762,0.344,class_0
0.777,0.312,class_0
0.813,1.06,class_0
-0.507,1.89,class_0
0.163,-1.08,class_0
-0.9,0.858,class_0
1.88,-0.289,class_0
0.273,1.79,class_0
1.47,-0.531,class_0
0.0432,-1.39,class_0
-0.536,1.19,class_0
0.494,1.18,class_0
0.0878,-1.08,class_0
-0.0461,1.65,class_0
1.29,0.0437,class_0
-0.534,-1.23,class_0
-0.269,1.37,class_0
-0.803,-1.09,class_0
0.915,1.15,class_0
0.676,0.925,class_0
1.28,0.373,class_0
-0.615,-0.97,class_0
-0.926,0.916,class_0
-0.611,-1.28,class_0
-1.19,1.14,class_0
-0.768,-0.909,class_0
-0.173,1.59,class_0
0.229,1.63,class_0
0.513,0.741,class_0
-0.0773,-1.22,class_0
-0.114,-1.5,class_0
-0.83,-1.08,class_0
0.781,0.911,class_0
0.673,2.52,class_0
-0.855,1.22,class_0
0.0893,-1.1,class_0
-0.355,1.28,class_0
0.273,-1.45,class_0
-1.18,1.17,class_0
-0.736,-1.14,class_0
0.722,0.368,class_0
-0.38,-1.27,class_0
1.66,-0.384,class_0
-0.118,-1.26,class_0
-0.886,-1.27,class_0
-1.47,0.52,class_0
1.07,0.668,class_0
0.41,1.01,class_0
-0.78,-1.37,class_0
0.22,-1.36,class_0
-0.621,1.11,class_0
0.707,1.37,class_0
0.196,1.76,class_0
0.44,-0.936,class_0
1.37,0.219,class_0
0.284,1.86,class_0
1.45,0.169,class_0
0.941,1.46,class_0
-0.275,-1.6,class_0
-1.87,0.373,class_0
1.41,0.319,class_0
0.919,0.798,class_0
0.533,1.76,class_0
-0.203,1.26,class_0
-0.52,1.35,class_0
-0.0696,-0.896,class_0
-0.688,-1.14,class_0
1.07,0.399,class_0
-0.411,-1.34,class_0
0.924,0.861,class_0
-0.901,-1.13,class_0
1.55,-0.0305,class_0
1.15,0.565,class_0
-0.572,1.16,class_0
0.155,1.88,class_0
-0.858,-1.2,class_0
-1.53,0.501,class_0
-0.49,-1.45,class_0
-0.861,-0.972,class_0
1.14,0.212,class_0
-0.44,-1.3,class_0
-0.98,-1.49,class_0
0.84,1.42,class_0
-0.668,0.919,class_0
0.732,0.493,class_0
1.26,0.305,class_0
-0.534,-1.4,class_0
0.733,0.926,class_0
0.0125,-0.665,class_0
0.835,1.24,class_0
-0.942,-1.15,class_0
-0.744,-1.39,class_0
0.304,1.61,class_0
1.31,0.17,class_0
-1.21,0.918,class_0
0.998,0.37,class_0
0.513,1.5,class_0
0.0722,1.8,class_0
1.33,-0.0673,class_0
0.65,1.86,class_0
1.74,-0.143,class_0
0.417,-1.54,class_0
-0.314,-0.72,class_0
-1.08,1.01,class_0
0.143,-0.786,class_0
0.032,-1.5,class_0
0.739,2.14,class_0
0.538,1.38,class_0
0.0325,-1.46,class_0
-0.391,1.32,class_0
-0.695,1.08,class_0
-0.824,1.1,class_0
0.7,1.14,class_0
-0.17,1.18,class_0
0.164,-1.18,class_0
0.443,1.54,class_0
-0.188,-1.27,class_0
0.25,-1.1,class_0
0.627,0.125,class_0
-0.0699,-1.2,class_0
0.594,1.8,class_0
-0.901,-1.56,class_0
1.02,0.0975,class_0
-0.226,-1.09,class_0
1.11,0.685,class_0
-0.301,1.69,class_0
-0.827,1.23,class_0
0.606,-0.877,class_0
0.14,-0.8,class_0
0.425,-1.21,class_0
1.06,0.629,class_0
0.379,1.74,class_0
0.603,-1,class_0
-0.463,-1.2,class_0
1.46,-0.111,class_0
0.669,0.98,class_0
-1.13,0.928,class_0
-0.799,1.11,class_0
-0.108,1.7,class_0
-1.18,0.692,class_0
-0.412,-0.689,class_0
-0.518,-0.914,class_0
-1.46,0.594,class_0
-0.613,1.1,class_0
1.5,0.0442,class_0
1.34,-0.0272,class_0
-0.146,-0.869,class_0
0.0726,-1.31,class_0
-0.0776,-1.35,class_0
1.17,0.407,class_0
1.34,0.0998,class_0
-0.516,-0.915,class_0
-1.63,0.728,class_0
-0.514,-1.21,class_0
1.12,0.822,class_0
-0.076,-1.12,class_0
-0.897,-1.04,class_0
1.12,0.375,class_0
-0.756,-0.679,class_0
1.8,0.0607,class_0
0.108,-1.21,class_0
1.26,0.799,class_0
-0.702,-0.811,class_0
-0.729,1.5,class_0
1.3,0.749,class_0
0.212,1.81,class_0
1.08,-0.628,class_0
0.417,-1.28,class_0
-0.12,-1.22,class_0
1.05,0.219,class_0
0.244,1.42,class_0
-1.34,0.869,class_0
-0.0874,-1.07,class_0
-0.452,-1.22,class_0
0.973,0.653,class_0
0.303,-0.94,class_0
1.7,-0.554,class_0
0.659,1.28,class_0
-0.59,-1.04,class_0
-0.932,-1.02,class_0
1.71,-0.424,class_0
-1.46,0.657,class_0
-0.347,-1.13,class_0
0.541,1.41,class_0
0.334,1.04,class_0
1.31,0.118,class_0
1.14,0.866,class_0
-0.372,-1.11,class_0
1.29,0.644,class_0
0.339,0.881,class_0
0.838,1.5,class_0
0.786,1.31,class_0
0.987,0.258,class_0
1.86,-0.213,class_0
-1.53,0.679,class_0
-1.12,0.699,class_0
0.829,-0.305,class_0
1.16,0.847,class_0
-0.434,-1.1,class_0
-0.177,-1.45,class_0
1.19,0.309,class_0
0.189,1.35,class_0
0.0963,-1.38,class_0
-0.989,0.48,class_0
-0.206,-1.15,class_0
-0.413,1.17,class_0
1.01,0.555,class_0
0.879,1.03,class_0
0.724,0.706,class_0
1.44,0.276,class_0
0.97,1.15,class_0
0.719,0.759,class_0
1.07,0.512,class_0
-0.753,-1.08,class_0
-0.451,1.72,class_0
0.179,-1.04,class_0
0.364,-0.858,class_0
0.273,1.68,class_0
1.19,0.289,class_0
-0.436,-0.954,class_0
-0.8,1.66,class_0
0.00854,1.31,class_0
1.13,1.07,class_0
-1.1,0.737,class_0
-0.711,0.96,class_0
1.81,-0.551,class_0
-0.381,-1.08,class_0
-1.34,0.824,class_0
-0.243,-1.24,class_0
0.914,0.26,class_0
0.701,0.564,class_0
0.387,-0.798,class_0
-1.02,-1.43,class_0
-0.434,-1.16,class_0
-0.434,2.24,class_0
1.18,0.766,class_0
-1.28,0.559,class_0
-1.74,0.975,class_0
-0.274,-0.99,class_0
1.39,0.0609,class_0
-1.36,0.976,class_0
0.99,0.771,class_0
0.423,1.74,class_0
-1.69,0.706,class_0
0.411,1.47,class_0
-0.652,1.14,class_0
-0.315,-1.09,class_0
-0.376,-0.975,class_0
-0.42,1.11,class_0
-0.816,0.562,class_0
1.02,0.44,class_0
-0.828,-0.82,class_0
-0.183,1.15,class_0
-1.55,0.378,class_0
1.61,-0.387,class_0
-1.04,0.621,class_0
0.424,0.471,class_0
-0.0567,-1.41,class_0
1.63,0.0545,class_0
-0.391,1.03,class_0
0.0114,-1.46,class_0
0.809,0.942,class_0
0.602,1.06,class_0
1.18,0.507,class_0
-1.06,-0.937,class_0
1.88,0.116,class_0
-1.06,0.817,class_0
0.809,0.741,class_0
1.22,0.217,class_0
1.28,-0.236,class_0
-0.298,-1.26,class_0
-0.626,-1.18,class_0
0.805,0.42,class_0
-0.958,0.536,class_0
-0.051,-0.972,class_0
0.822,0.501,class_0
-0.337,1.66,class_0
-0.0406,2.09,class_0
-0.266,-1.2,class_0
-1.1,0.817,class_0
0.568,0.244,class_0
-0.672,-0.601,class_0
0.847,1.4,class_0
-0.125,-1.48,class_0
0.504,0.0752,class_0
-0.269,1.6,class_0
-2.06,0.392,class_0
-1.14,0.849,class_0
1.55,-0.466,class_0
0.299,1.56,class_0
-0.418,-1.26,class_0
-0.0554,-1.28,class_0
0.463,0.498,class_0
0.287,-1.45,class_0
-1.03,1.01,class_0
0.826,0.84,class_0
-0.634,-1.15,class_0
1.26,0.144,class_0
-0.162,1.84,class_0
-0.532,0.978,class_0
0.527,-1.02,class_0
-0.58,-1.09,class_0
-0.071,1.63,class_0
-0.25,-1.23,class_0
0.504,1.78,class_0
0.625,1.67,class_0
-0.165,-0.697,class_0
-0.317,1.77,class_0
1.14,0.647,class_0
0.611,0.978,class_0
-0.936,1.81,class_0
1.25,0.794,class_0
-1.34,0.595,class_0
0.469,1.91,class_0
-1.57,0.629,class_0
0.764,0.469,class_0
-0.367,-1.04,class_0
-1.54,0.503,class_0
1.62,-0.0187,class_0
0.196,1.27,class_0
1.38,0.131,class_0
1.25,-0.322,class_0
1.33,-0.0802,class_0
0.409,1.45,class_0
-1.32,0.995,class_0
1.72,0.0291,class_0
-1.57,0.378,class_0
0.414,1.16,class_0
-1.37,0.648,class_0
0.774,0.617,class_0
0.981,0.532,class_0
-1.16,0.41,class_0
1.25,-0.00263,class_0
1.03,1.29,class_0
-0.0297,-1.58,class_0
0.217,-1.21,class_0
-1.06,1.03,class_0
0.598,0.855,class_0
0.822,0.192,class_0
-0.539,1.41,class_0
-0.742,-1.02,class_0
-1.31,-0.903,class_0
0.465,-1.26,class_0
-0.855,-1.05,class_0
1.87,-1.16,class_0
-0.337,1.85,class_0
1.2,-0.213,class_0
1.03,-0.191,class_0
-0.739,1.32,class_0
0.952,0.616,class_0
1.1,0.131,class_0
-0.718,-1.25,class_0
-0.676,1.3,class_0
0.434,2.19,class_0
0.572,-1.24,class_0
0.67,1.15,class_0
0.0301,-0.894,class_0
1.22,1.35,class_0
-0.685,0.989,class_0
0.13,1.41,class_0
-1.09,1.39,class_0
0.648,1.41,class_0
0.981,0.0921,class_0
0.318,1.4,class_0
-1.12,0.494,class_0
0.544,1.41,class_0
-0.944,1.02,class_0
-0.533,1.22,class_0
-0.446,-1.28,class_0
0.498,-1.02,class_0
-0.954,-1.19,class_0
1.65,0.0404,class_0
-2.03,0.359,class_0
-0.235,-1.22,class_0
-1.93,0.525,class_0
-1.41,1.09,class_0
0.0489,-1.36,class_0
0.253,-1.3,class_0
-1.59,0.322,class_0
-0.172,-1.31,class_0
0.949,0.422,class_0
1.06,0.842,class_0
0.275,1.18,class_0
-0.695,-0.736,class_0
0.916,1.63,class_0
0.974,0.512,class_0
-0.567,-1.7,class_0
1.38,0.749,class_0
0.521,-1.04,class_0
1.13,0.429,class_0
-0.511,1.5,class_0
1.67,0.0877,class_0
-0.965,-0.978,class_0
0.44,0.9,class_0
1.19,0.997,class_0
1.11,0.375,class_0
-1.82,0.885,class_0
0.0949,-1.56,class_0
-0.967,0.592,class_0
0.803,1.35,class_0
-0.00626,-0.959,class_0
0.198,-1.19,class_0
-0.729,1.37,class_0
-0.968,-0.912,class_0
-0.566,-1.33,class_0
-0.271,1.59,class_0
0.897,1.07,class_0
1.39,-0.498,class_0
0.374,0.966,class_0
-0.791,-1.26,class_0
0.615,0.558,class_0
-0.153,-1.2,class_0
-0.109,-1.07,class_0
0.243,1.61,class_0
0.48,-1.1,class_0
1.34,0.878,class_0
0.00865,-0.918,class_0
1.82,-0.643,class_0
-0.212,-1.18,class_0
0.823,-1.21,class_0
-0.835,-1.06,class_0
-0.536,1.05,class_0
-1.09,0.531,class_0
0.709,0.872,class_0
0.923,0.933,class_0
0.614,-1.46,class_0
-0.598,-1.35,class_0
1,0.254,class_0
-0.969,1.02,class_0
1.09,1.03,class_0
1.08,0.0163,class_0
1.17,0.511,class_0
0.0403,-1.51,class_0
0.931,0.783,class_0
-0.0957,-1.06,class_0
1.05,0.472,class_0
-0.268,-1.52,class_0
1.35,0.229,class_0
-1.4,0.475,class_0
-0.523,-1.31,class_0
1.18,1.49,class_0
0.34,-1.34,class_0
1.07,0.457,class_0
1.11,-0.0628,class_0
0.226,-1.38,class_0
-1.19,1.01,class_0
1.25,-0.118,class_0
-0.715,-0.969,class_0
0.0973,-1.33,class_0
1.39,-0.013,class_0
0.215,-1.66,class_0
-0.338,-1.33,class_0
0.0533,-1.02,class_0
-0.153,-1.22,class_0
1.15,0.329,class_0
-0.285,1.98,class_0
1.98,-0.0252,class_0
0.485,0.635,class_0
-0.674,0.842,class_0
-0.658,-1.31,class_0
-0.405,-1.25,class_0
1.27,0.493,class_0
0.117,-1.07,class_0
0.384,2.15,class_0
-1.32,1.1,class_0
0.0529,1.52,class_0
1.46,0.0373,class_0
-0.607,-1.6,class_0
-1.39,0.862,class_0
-1.63,0.524,class_0
2.2,-0.665,class_0
0.826,1.42,class_0
-0.754,1.19,class_0
0.877,0.161,class_0
1.17,0.446,class_0
0.647,0.317,class_0
0.42,1.1,class_0
1.49,0.365,class_0
-0.643,1.68,class_0
-0.222,2.47,class_0
-0.276,1.05,class_0
-1.38,0.678,class_0
1.3,0.175,class_0
-0.0657,-1.19,class_0
-0.959,1.08,class_0
-0.402,-1.11,class_0
-0.594,1.24,class_0
0.552,1.04,class_0
1.06,0.443,class_0
0.612,1.37,class_0
1.1,0.508,class_0
1.1,0.604,class_0
-0.753,1.18,class_0
0.0343,-1.18,class_0
-0.0262,-1.18,class_0
1.29,0.152,class_0
-0.961,1,class_0
0.37,1.03,class_0
-1.62,0.468,class_0
-0.843,-1.08,class_0
1,1.17,class_0
0.769,0.772,class_0
-1.52,-1.15,class_1
-0.916,0.397,class_1
-1.09,0.437,class_1
-0.584,0.0937,class_1
-1.25,-0.286,class_1
1.7,1.21,class_1
-0.482,-0.485,class_1
0.0809,1.93,class_1
-0.541,-0.332,class_1
-1.69,-0.0461,class_1
1.26,1.21,class_1
-0.863,0.496,class_1
1.16,-0.458,class_1
-0.595,-0.651,class_1
-0.77,0.364,class_1
-0.871,-0.825,class_1
0.996,-1.7,class_1
1.74,0.964,class_1
1.18,-0.335,class_1
2.52,1.43,class_1
0.271,-0.591,class_1
-1.59,-0.68,class_1
0.408,0.0673,class_1
0.00902,-0.434,class_1
-2.14,-1.43,class_1
0.396,-0.606,class_1
0.315,-0.182,class_1
0.00665,0.0118,class_1
-0.352,-0.49,class_1
0.785,0.0481,class_1
1.33,1.51,class_1
1.09,-1.37,class_1
-1.67,-1.26,class_1
-0.508,-0.715,class_1
0.603,-0.108,class_1
-0.323,-0.213,class_1
0.201,0.0024,class_1
0.0238,0.0836,class_1
-0.308,2.19,class_1
0.767,-0.248,class_1
1.23,-1.2,class_1
1.33,1.63,class_1
0.27,0.0491,class_1
-1.69,-1.87,class_1
0.495,-0.281,class_1
1.36,-0.732,class_1
-0.209,0.345,class_1
1.26,-1.37,class_1
-1.78,-0.378,class_1
0.98,-0.0439,class_1
-1.39,-0.451,class_1
1.22,-0.361,class_1
-0.838,0.356,class_1
1.17,-1.39,class_1
-0.0269,0.958,class_1
1.38,-1.74,class_1
1.2,1.54,class_1
2.07,1.02,class_1
-0.462,-0.187,class_1
0.615,-0.0228,class_1
-1.79,-0.98,class_1
-1.79,-0.954,class_1
0.826,1.5,class_1
-1.08,0.114,class_1
0.706,1.38,class_1
-1.26,0.23,class_1
-0.223,-0.419,class_1
-1.86,-1.57,class_1
-0.214,0.38,class_1
0.744,1.42,class_1
1.77,1.35,class_1
-0.903,0.101,class_1
0.309,-0.175,class_1
-0.0962,0.19,class_1
1.02,-0.261,class_1
2.35,1.21,class_1
-1.16,0.469,class_1
0.0179,-0.7,class_1
1.07,-0.985,class_1
1.49,1.55,class_1
-0.0625,-0.12,class_1
-1.77,-0.923,class_1
-0.202,0.712,class_1
1.06,-0.427,class_1
1.71,1.1,class_1
1.86,1.14,class_1
-0.529,-0.357,class_1
0.666,1.36,class_1
-0.296,0.255,class_1
0.741,-1.2,class_1
-0.0987,0.966,class_1
0.896,1.58,class_1
-0.412,0.492,class_1
-0.753,-0.0615,class_1
0.497,-0.671,class_1
-1.04,-0.2,class_1
0.976,-1.39,class_1
0.303,-0.143,class_1
1.1,-0.695,class_1
0.579,-1.02,class_1
0.916,0.144,class_1
-0.877,-0.401,class_1
1.97,0.99,class_1
1.06,-0.69,class_1
1.42,-0.32,class_1
0.535,0.504,class_1
1.14,-0.209,class_1
0.268,-1.08,class_1
-1.77,-0.828,class_1
0.378,-0.0609,class_1
1.19,0.113,class_1
2.07,1.21,class_1
1.23,-0.0582,class_1
0.44,0.399,class_1
0.143,0.263,class_1
1.23,-0.615,class_1
0.0107,0.0258,class_1
0.36,-0.715,class_1
-0.645,-0.238,class_1
-1.86,-0.963,class_1
0.122,-0.041,class_1
1.33,1.42,class_1
0.778,-0.694,class_1
-1.87,-1.26,class_1
-0.956,-0.818,class_1
-1.25,0.512,class_1
0.329,-0.37,class_1
-1.37,-0.803,class_1
1.19,-1.34,class_1
0.983,-1.31,class_1
-1.63,-1.41,class_1
-1.02,-0.296,class_1
-0.387,0.26,class_1
-1.59,-1,class_1
-0.869,-0.0393,class_1
-1.9,0.106,class_1
-0.112,-0.841,class_1
0.842,-1.41,class_1
0.564,-1.13,class_1
-0.0584,0.54,class_1
-1.58,-1.26,class_1
-0.813,-0.57,class_1
-0.579,-0.748,class_1
0.719,0.0781,class_1
-0.274,0.0468,class_1
0.207,0.0304,class_1
1.17,-0.567,class_1
-1.87,-1.1,class_1
-0.946,-0.197,class_1
0.812,-0.195,class_1
0.287,-0.517,class_1
-1.54,-0.643,class_1
-1.18,-0.0978,class_1
0.0431,-0.0199,class_1
0.0788,-0.0998,class_1
-0.24,1.72,class_1
1.29,-1.43,class_1
-0.206,-0.474,class_1
0.298,-0.829,class_1
0.328,1.71,class_1
-1.24,-0.352,class_1
-1.39,-0.68,class_1
1.2,-1.56,class_1
-0.208,0.332,class_1
-0.102,-0.13,class_1
-1.06,0.496,class_1
0.866,-0.917,class_1
1.73,1.68,class_1
1.2,-0.948,class_1
-0.314,0.0194,class_1
-0.0978,-0.424,class_1
-0.201,0.0726,class_1
0.99,-0.0762,class_1
0.569,1.62,class_1
-1.2,-0.451,class_1
-0.853,-0.254,class_1
0.837,1.75,class_1
-0.364,-0.0828,class_1
0.939,-0.351,class_1
1.37,-0.331,class_1
-0.113,-0.197,class_1
0.103,0.329,class_1
-0.533,-0.402,class_1
1.09,-1.59,class_1
1.46,-0.417,class_1
-1.59,-0.98,class_1
-1.58,-0.842,class_1
-0.0203,1.92,class_1
0.351,-0.0402,class_1
2.6,0.951,class_1
-1.29,-0.529,class_1
-1.69,-1.2,class_1
2.16,1.16,class_1
-0.259,0.496,class_1
-0.472,0.411,class_1
-1.73,-1.32,class_1
-1.24,-0.919,class_1
-1.4,-0.37,class_1
-0.288,0.305,class_1
0.778,1.44,class_1
-1.27,-0.273,class_1
0.74,1.2,class_1
0.805,-0.237,class_1
-1.86,-1.47,class_1
0.487,-0.13,class_1
0.96,-0.522,class_1
-1.76,-0.903,class_1
0.0486,-0.389,class_1
-1.46,0.0829,class_1
-1.69,-0.542,class_1
0.707,0.0524,class_1
-0.488,-0.566,class_1
1.84,1.18,class_1
0.529,0.788,class_1
0.571,0.197,class_1
-1.23,-0.308,class_1
-1.33,0.0398,class_1
-1.35,0.424,class_1
0.859,-0.952,class_1
-0.672,0.683,class_1
-1.9,-1.1,class_1
-1.38,-0.32,class_1
-1.01,-0.771,class_1
-0.739,0.578,class_1
0.416,1.86,class_1
-0.181,0.344,class_1
0.422,-0.934,class_1
-0.407,0.602,class_1
-0.0552,0.882,class_1
-2.08,-1.78,class_1
-1.12,0.154,class_1
-1.1,0.135,class_1
0.472,0.289,class_1
-0.413,-0.0275,class_1
-0.875,0.591,class_1
-0.404,0.178,class_1
-0.297,-0.467,class_1
-1.14,-0.494,class_1
-0.0242,-0.659,class_1
-0.641,0.516,class_1
0.701,0.0237,class_1
-0.516,0.831,class_1
0.863,-1.02,class_1
-1.12,0.559,class_1
2.43,1.39,class_1
-1.67,-1.73,class_1
0.743,-1.18,class_1
-1.52,-0.658,class_1
1.28,-0.176,class_1
1.58,-1.29,class_1
-2.15,-0.858,class_1
-0.0307,0.678,class_1
0.642,1.65,class_1
-1.58,-1.25,class_1
0.333,-0.845,class_1
-1.18,-0.758,class_1
1.15,-1.52,class_1
-0.601,-0.539,class_1
-1.57,-1.74,class_1
0.652,-0.646,class_1
0.71,0.0529,class_1
-1.01,-1.27,class_1
0.469,-0.321,class_1
-0.411,0.727,class_1
-0.72,0.189,class_1
-0.00329,-0.0777,class_1
-0.937,-0.086,class_1
2.21,1.02,class_1
0.37,0.312,class_1
-1.41,-0.214,class_1
-0.0246,-0.141,class_1
-1.35,-0.485,class_1
-0.198,1.67,class_1
-0.8,-0.282,class_1
0.168,0.345,class_1
1.45,-1.24,class_1
-0.457,-0.322,class_1
