@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute class {class_0,class_1}

@data
-1,0.117647,1,-0.648352,-1,-1,0.333333,1,0.333333,0.642857,1,-0.333333,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,class_0
1,-0.764706,0,-0.813187,-1,1,0.333333,1,0.333333,-0.285714,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,class_0
-1,-0.764706,0,-0.846154,-1,0,-0.333333,0.333333,-0.333333,-0.607143,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,class_0
-0.333333,-0.529412,0.5,-0.736264,-1,0,0.333333,0.333333,0.333333,-0.642857,-1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.852941,1,-0.89011,1,1,-0.333333,1,-0.333333,-0.214286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,class_0
-0.333333,-0.911765,0,-0.736264,-1,0,0.333333,-0.333333,-1,-0.428571,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.764706,0,-0.868132,1,1,-0.333333,1,-1,0.285714,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.058824,1,0.197802,1,0,0.333333,-0.333333,0.333333,-0.607143,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.941176,0,-0.967033,-1,0,-0.333333,-1,-1,-0.642857,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,-1,-0.714286,-1,1,0.333333,1,-0.333333,-0.464286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.725275,-1,1,0.333333,1,0.333333,-0.428571,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.411765,0,-0.725275,-1,-0.5,-0.333333,-1,1,-0.642857,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,class_0
-1,-0.794118,1,-0.593407,-1,0,0.333333,-0.333333,-1,-0.392857,1,-0.333333,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,class_0
-1,-0.941176,0,-0.989011,-1,-0.5,-0.333333,-1,-1,-0.714286,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.588235,0,-0.516484,-1,-0.5,0.333333,-0.333333,0.333333,-0.535714,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.058824,0,-0.626374,-1,0,0.333333,-0.333333,-0.333333,-0.357143,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,class_0
-1,-0.676471,0,-0.835165,-1,-0.5,0.333333,0.333333,-1,-0.392857,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.764706,0,-0.692308,-1,-0.5,-0.333333,-1,-1,-0.464286,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,class_0
-0.333333,-0.764706,0,-0.934066,1,1,0.333333,1,-0.333333,-0.321429,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.588235,0,-0.802198,-1,0.5,0.333333,-1,0.333333,-0.464286,0,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.411765,0,-0.703297,-1,0,0.333333,1,1,0.571429,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,class_0
1,0.294118,0.5,-0.230769,1,1,0.333333,0.333333,0.333333,-0.535714,-1,-0.333333,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.147059,0.5,-0.714286,-1,0,-0.333333,-0.333333,0.333333,-0.75,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0.5,-0.505495,-1,0.5,0.333333,0.333333,0.333333,-0.428571,1,-0.333333,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,class_0
1,-0.941176,0,-0.89011,1,-1,0.333333,1,-0.333333,-0.392857,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
1,0.029412,0,-0.736264,0,0,0.333333,1,0.333333,-0.821429,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.411765,0,-0.450549,-1,0.5,0.333333,-0.333333,0.333333,-0.785714,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.764706,0,-0.912088,-0.5,0.5,0.333333,1,-1,-0.285714,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-1,-0.676471,1,-0.857143,-1,1,0.333333,1,0.333333,-0.107143,1,-0.333333,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.764706,1,-0.626374,-1,0,-0.333333,-1,-1,-0.857143,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.411765,0,-0.89011,-1,-0.5,0.333333,-1,-0.333333,-0.75,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.235294,0,-0.626374,0.5,1,-0.333333,1,-0.333333,0.357143,1,-0.333333,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.676471,0.5,-0.912088,0.5,0.5,-0.333333,-0.333333,-0.333333,-0.607143,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,1,-0.89011,0,0,0.333333,1,-1,-0.107143,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,0,-0.681319,-1,0,0.333333,1,0.333333,0.178571,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.604396,-1,1,-0.333333,1,1,0.535714,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,class_0
1,-0.823529,0,-0.868132,-0.5,0,0.333333,-0.333333,-1,-0.428571,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,class_0
1,-0.941176,0,-0.637363,-1,0,0.333333,0.333333,-0.333333,-0.75,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,class_0
1,-0.764706,1,-0.813187,-1,1,0.333333,-0.333333,1,-0.75,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.941176,1,-0.89011,-0.5,0,-0.333333,-1,-0.333333,-0.714286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.941176,0,-0.978022,1,1,0.333333,1,-0.333333,-0.321429,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.764706,1,-0.791209,-1,0,0.333333,-0.333333,-1,-0.285714,1,-0.333333,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,class_0
1,-0.411765,1,-0.846154,-1,0.5,0.333333,0.333333,-0.333333,-0.25,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.588235,0,-0.879121,-1,1,1,-0.333333,-1,-0.535714,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,class_0
0.333333,-0.941176,1,-0.879121,-0.5,1,-1,1,0.333333,-0.678571,1,-0.333333,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.058824,0,-0.417582,-1,1,0.333333,1,1,-0.178571,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,class_0
0.333333,-0.852941,0,-0.901099,-0.5,1,-1,1,-1,0.071429,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.676471,1,-0.758242,0,0,0.333333,-0.333333,0.333333,-0.392857,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.868132,-1,0,1,-0.333333,-0.333333,-0.678571,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.029412,0,-0.076923,-0.5,1,0.333333,-0.333333,0.333333,-0.071429,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.058824,0,-0.505495,-1,0,0.333333,-0.333333,1,-0.535714,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,class_0
0.333333,-0.676471,0,-0.725275,-1,0.5,0.333333,1,-0.333333,-0.75,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
-0.333333,-0.764706,0.5,-0.956044,-1,0,1,1,-1,-0.964286,1,-0.333333,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,class_0
1,-0.411765,0,-0.769231,1,-0.5,0.333333,-1,-0.333333,0.25,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.941176,1,-0.956044,-1,0.5,-0.333333,0.333333,-0.333333,-0.357143,1,-0.333333,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.941176,1,-0.868132,-1,-0.5,0.333333,1,-1,-0.25,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,class_0
-1,-0.941176,0,-0.89011,-0.5,1,0.333333,-0.333333,-0.333333,-0.142857,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.941176,1,-0.945055,1,1,0.333333,1,1,-0.392857,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,class_0
1,-0.411765,1,-0.417582,-1,1,0.333333,1,1,-0.107143,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,class_0
1,-0.411765,0,-0.637363,-0.5,0.5,-0.333333,1,0.333333,-0.857143,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.588235,0,-0.901099,-1,0,-0.333333,1,-1,-0.75,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.352941,0,-0.142857,-1,-0.5,0.333333,0.333333,0.333333,-0.607143,1,-0.333333,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,class_0
1,-0.676471,1,-0.857143,-0.5,0,-0.333333,0.333333,0.333333,-0.571429,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-1,1,-0.857143,-1,0.5,0.333333,-1,-1,-0.178571,1,-0.333333,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-1,-0.941176,0,-0.945055,-1,-0.5,0.333333,1,-1,-0.214286,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.058824,0,-0.769231,-1,0.5,0.333333,-1,0.333333,-0.535714,1,-0.333333,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,0.5,-0.857143,-1,0,1,1,-1,-0.214286,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,class_0
1,-0.411765,0,-0.879121,-0.5,0.5,1,0.333333,-0.333333,-0.75,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.681319,1,-0.5,0.333333,-0.333333,0.333333,-0.785714,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.941176,0,-0.868132,1,-1,-0.333333,0.333333,-0.333333,1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,class_0
-0.333333,-0.588235,1,-0.626374,-1,1,-0.333333,1,-0.333333,-0.357143,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.588235,0,-0.692308,-1,-0.5,-0.333333,-1,-0.333333,-0.071429,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.411765,0.5,-0.802198,-1,1,0.333333,1,1,0.464286,1,-0.333333,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,class_0
1,-0.764706,1,-0.879121,-1,1,0.333333,1,-1,0.5,1,-0.333333,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.411765,1,-0.802198,-1,0,-0.333333,1,0.333333,-0.357143,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.846154,-1,0.5,0.333333,-1,0.333333,-0.535714,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.294118,1,-0.043956,1,0.5,0.333333,-1,1,-0.428571,1,-0.333333,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,class_0
1,-0.764706,1,-0.912088,1,0.5,-0.333333,1,-1,-0.857143,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.941176,-0.5,-0.824176,0,1,0.333333,1,-0.333333,-0.071429,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.764706,1,-0.802198,-0.5,-0.5,0.333333,-1,0.333333,-0.714286,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.852941,0,-0.89011,-1,0.5,-0.333333,1,-0.333333,0.714286,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
-1,-0.411765,0,-0.692308,1,1,0.333333,1,1,0.071429,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,class_0
0.333333,-0.941176,0.5,-0.945055,-1,-0.5,-0.333333,-1,-0.333333,-0.642857,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.411765,0.5,-0.505495,1,0,0.333333,-0.333333,-0.333333,-0.357143,-1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
-0.333333,-0.411765,0.5,-0.846154,-0.5,0.5,-0.333333,-0.333333,-0.333333,-0.857143,1,-0.333333,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.411765,1,-0.736264,0.5,1,0.333333,-0.333333,0.333333,-0.464286,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,0.294118,0,-0.582418,1,0.5,0.333333,-1,0.333333,-0.214286,1,-0.333333,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.235294,1,-0.362637,-1,0.5,0.333333,-0.333333,0.333333,-0.321429,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.428571,1,-1,-0.333333,1,-0.333333,-0.75,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,class_0
-1,-0.676471,0,-0.934066,-1,0,-0.333333,1,-0.333333,-0.892857,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.852941,0,-0.901099,-1,1,0.333333,1,0.333333,-0.714286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.676471,1,-0.714286,-1,0.5,-0.333333,0.333333,0.333333,-0.821429,-1,-0.333333,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,class_0
-0.333333,-0.764706,0,-0.703297,-1,0.5,-0.333333,-1,-1,-0.714286,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,1,-0.813187,1,0,-0.333333,-0.333333,0.333333,-0.5,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.923077,-1,-0.5,1,0.333333,0.333333,-0.714286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.764706,1,-0.681319,-1,-0.5,0.333333,0.333333,-1,0.071429,-1,-0.333333,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.852941,0,-0.868132,-1,0,-0.333333,-0.333333,-1,-0.75,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.764706,0,-0.791209,1,1,-0.333333,1,1,0.178571,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,class_0
-1,-0.852941,1,-0.714286,-1,0,0.333333,-0.333333,-1,-0.392857,1,-0.333333,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,class_0
-1,-0.764706,0,-0.879121,-1,0,0.333333,-1,-0.333333,-0.928571,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,class_0
-1,-0.764706,1,-0.978022,-1,0.5,-0.333333,0.333333,-1,0.392857,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.411765,0.5,-0.802198,1,0,-0.333333,1,0.333333,-0.178571,1,-0.333333,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.5,0,-0.846154,0.5,1,-0.333333,1,-1,-0.392857,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.411765,0.5,-0.593407,-1,0,0.333333,-0.333333,1,-0.535714,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,class_0
-0.333333,-0.911765,0,-0.769231,-1,-0.5,-0.333333,-1,-1,-0.071429,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.823529,0,-0.879121,-1,-0.5,-0.333333,-0.333333,-0.333333,-0.857143,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.411765,-0.5,-0.714286,0,0,0.333333,1,-1,-0.892857,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,1,-0.527473,-1,0,0.333333,-0.333333,-1,0.964286,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.588235,0,-0.791209,-1,-0.5,0.333333,-1,-1,-0.5,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.676471,0,-0.879121,1,1,0.333333,1,1,-0.071429,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,class_0
-1,-0.5,0,-0.648352,0.5,-0.5,-0.333333,-0.333333,0.333333,-0.642857,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.411765,-0.5,-0.626374,-1,0,-0.333333,1,0.333333,-0.892857,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,class_0
-0.333333,0.294118,-1,0.318681,1,0,0.333333,-0.333333,0.333333,0.035714,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
-0.333333,0.647059,0.5,-0.010989,1,0,0.333333,-0.333333,1,-0.714286,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,class_0
-1,-0.941176,1,-0.615385,-1,0,0.333333,0.333333,-1,-0.357143,1,0.333333,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.764706,0,-0.956044,-1,0,-1,-0.333333,-1,0.071429,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,class_0
-0.333333,-0.5,1,-0.615385,-1,0.5,0.333333,0.333333,-0.333333,-0.714286,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.764706,0,-0.813187,-1,-0.5,-0.333333,-1,0.333333,-0.892857,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.676471,0,-0.802198,1,1,0.333333,-0.333333,0.333333,-0.428571,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.941176,0,-0.791209,-1,0,0.333333,-0.333333,-1,-0.214286,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.117647,1,-0.582418,0,0,0.333333,1,-1,-0.392857,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.852941,0,-0.604396,1,1,0.333333,1,-1,0.607143,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
-1,-0.411765,0,-0.615385,-1,0,-0.333333,1,0.333333,-0.678571,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.676471,0,-0.868132,1,-0.5,0.333333,-1,-0.333333,-0.857143,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,0,-0.868132,-1,1,0.333333,1,-0.333333,0,-1,0.333333,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,0,-0.868132,0,0.5,-0.333333,-1,0.333333,-0.678571,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.647059,0.5,0.703297,-1,0.5,0.333333,1,0.333333,-0.928571,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,0,-0.857143,-1,-0.5,-0.333333,0.333333,0.333333,-0.464286,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.676471,0,-0.879121,-1,1,0.333333,1,0.333333,-0.321429,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.411765,1,-0.813187,-1,0.5,1,-0.333333,0.333333,-0.5,1,-0.333333,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,class_0
-1,-0.588235,1,-0.813187,-1,0.5,1,-1,-0.333333,-0.535714,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
-1,-0.235294,-1,-0.516484,-1,0,-1,-0.333333,-1,-0.535714,1,-0.333333,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,class_0
-1,0.294118,0,-0.197802,-1,0.5,0.333333,-1,1,0.107143,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,class_0
1,-0.411765,1,-0.769231,-1,0.5,0.333333,0.333333,0.333333,-0.428571,1,-0.333333,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.705882,0,-0.582418,-1,-1,0.333333,1,1,-0.892857,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,class_0
1,0.294118,0,0.098901,1,0.5,0.333333,0.333333,0.333333,-0.357143,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.235294,-1,-0.56044,-1,0,-0.333333,-1,0.333333,-0.678571,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.588235,1,-0.318681,-1,1,0.333333,-1,1,-0.214286,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.764706,0,-0.879121,-1,0,1,1,-1,-0.857143,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,class_0
1,-0.5,0,-0.78022,-1,1,0.333333,-0.333333,-1,0.107143,1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-0.333333,-0.941176,0.5,-0.912088,-1,-1,0.333333,-1,-0.333333,-0.428571,0,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,class_0
0.333333,-0.941176,1,-0.912088,-1,0,-0.333333,1,-0.333333,0.107143,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.411765,1,-0.32967,-1,-1,0.333333,-0.333333,1,-0.714286,-1,-0.333333,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,class_0
-0.333333,-0.235294,-0.5,-0.637363,0.5,0,0.333333,-0.333333,0.333333,-0.464286,0,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.294118,-0.5,-0.626374,-1,0,-0.333333,-1,-1,-0.714286,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
0.333333,-0.235294,1,-0.692308,-1,1,0.333333,1,-0.333333,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,1,-0.571429,-0.5,0,0.333333,0.333333,-0.333333,-0.714286,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,-0.058824,0,-0.395604,-0.5,0.5,0.333333,-0.333333,0.333333,-0.571429,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,0.647059,0,0.120879,-1,1,0.333333,1,-0.333333,-0.178571,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,class_0
1,-0.941176,1,-0.791209,0,0,1,-0.333333,0.333333,-0.821429,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.235294,1,-0.527473,-1,0.5,-0.333333,1,0.333333,-0.75,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,class_0
1,-0.411765,1,-0.450549,-1,1,0.333333,1,0.333333,-0.5,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
-1,-0.411765,0,-0.758242,-1,1,0.333333,1,-1,0.607143,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,class_0
1,-0.588235,0,-0.857143,-1,-0.5,-0.333333,-1,-1,-0.75,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.941176,0,-0.857143,-1,-0.5,-0.333333,-0.333333,1,0.321429,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.764706,0,-0.769231,1,0,0.333333,1,1,-0.357143,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,class_0
1,-0.676471,0.5,-0.857143,-1,0,1,0.333333,-1,-0.5,-1,-0.333333,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
1,-0.411765,1,-0.461538,-1,-0.5,1,0.333333,1,0,1,0.333333,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,class_0
-0.333333,-0.058824,0.5,0.065934,-0.5,0.5,0.333333,0.333333,-0.333333,-0.571429,1,-0.333333,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,class_0
1,0.647059,0,-0.307692,1,0,0.333333,1,1,-0.464286,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,class_0
0.333333,-0.823529,1,-0.879121,1,0.5,0.333333,-0.333333,-0.333333,-0.714286,1,-0.333333,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,class_0
