@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute class {class_0,class_1}

@data
318,63,59,4180,-71.004,42.1425,19.8,19.8,0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,3,304,18.4,396.9,class_1
320,63,59,4182,-71.02,42.151,21,21,0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,3,304,18.4,396.23,class_1
328,20,60,4198,-71.01,42.1215,22.2,22.2,0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,4,287,19.6,396.9,class_1
347,67,67,5022,-70.9501,42.0825,17.2,17.2,0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,2,352,18.8,364.61,class_1
357,5,74,1,-71.083,42.2172,17.8,17.8,8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,8,666,20.2,377.73,class_1
358,5,74,2,-71.095,42.212,21.7,21.7,3.8497,0,18.1,1,0.77,6.395,91,2.5052,8,666,20.2,391.34,class_1
360,5,74,4,-71.093,42.207,22.6,22.6,4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,8,666,20.2,390.74,class_1
362,5,74,6,-71.0865,42.21,19.9,19.9,3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,8,666,20.2,350.65,class_1
364,5,74,8,-71.0865,42.215,16.8,16.8,4.22239,0,18.1,1,0.77,5.803,89,1.9047,8,666,20.2,353.04,class_1
367,6,75,104,-71.054,42.2052,21.9,21.9,3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,8,666,20.2,316.03,class_1
368,6,75,105,-71.0508,42.207,23.1,23.1,13.5222,0,18.1,0,0.631,3.863,100,1.5106,8,666,20.2,131.42,class_1
374,15,77,301,-71.0339,42.2207,13.8,13.8,11.1081,0,18.1,0,0.668,4.906,100,1.1742,8,666,20.2,396.9,class_1
375,15,77,302,-71.0346,42.2187,13.8,13.8,18.4982,0,18.1,0,0.668,4.138,100,1.137,8,666,20.2,396.9,class_1
376,8,78,401,-71.0367,42.224,15,15,19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,8,666,20.2,396.9,class_1
377,8,78,402,-71.034,42.226,13.9,13.9,15.288,0,18.1,0,0.671,6.649,93.3,1.3449,8,666,20.2,363.02,class_1
378,8,78,403,-71.038,42.2265,13.3,13.3,9.82349,0,18.1,0,0.671,6.794,98.8,1.358,8,666,20.2,396.9,class_1
379,8,78,404,-71.04,42.2248,13.1,13.1,23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,8,666,20.2,396.9,class_1
380,8,78,405,-71.04,42.2275,10.2,10.2,17.8667,0,18.1,0,0.671,6.223,100,1.3861,8,666,20.2,393.74,class_1
381,8,78,406,-71.046,42.23,10.4,10.4,88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,8,666,20.2,396.9,class_1
382,11,79,407,-71.041,42.229,10.9,10.9,15.8744,0,18.1,0,0.671,6.545,99.1,1.5192,8,666,20.2,396.9,class_1
383,11,79,501,-71.023,42.2287,11.3,11.3,9.18702,0,18.1,0,0.7,5.536,100,1.5804,8,666,20.2,396.9,class_1
384,11,79,502,-71.0215,42.227,12.3,12.3,7.99248,0,18.1,0,0.7,5.52,100,1.5331,8,666,20.2,396.9,class_1
385,11,79,503,-71.0245,42.2235,8.8,8.8,20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,8,666,20.2,285.83,class_1
386,11,79,504,-71.0235,42.2213,7.2,7.2,16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,8,666,20.2,396.9,class_1
387,11,79,506,-71.0228,42.2231,10.5,10.5,24.3938,0,18.1,0,0.7,4.652,100,1.4672,8,666,20.2,396.9,class_1
388,11,79,507,-71.0215,42.2248,7.4,7.4,22.5971,0,18.1,0,0.7,5,89.5,1.5184,8,666,20.2,396.9,class_1
389,11,79,508,-71.0195,42.2255,10.2,10.2,14.3337,0,18.1,0,0.7,4.88,100,1.5895,8,666,20.2,372.92,class_1
390,11,79,509,-71.0168,42.2281,11.5,11.5,8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,8,666,20.2,396.9,class_1
391,11,79,510,-71.0109,42.23,15.1,15.1,6.96215,0,18.1,0,0.7,5.713,97,1.9265,8,666,20.2,394.43,class_1
392,11,79,511,-71.0035,42.233,23.2,23.2,5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,8,666,20.2,378.38,class_1
393,11,79,512,-71.02,42.2205,9.7,9.7,11.5779,0,18.1,0,0.7,5.036,97,1.77,8,666,20.2,396.9,class_1
394,18,80,601,-71.0167,42.201,13.8,13.8,8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,8,666,20.2,396.9,class_1
395,18,80,602,-71.02,42.1993,12.7,12.7,13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,8,666,20.2,396.9,class_1
396,18,80,603,-71.022,42.1996,13.1,13.1,8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,8,666,20.2,391.98,class_1
397,18,80,604,-71.026,42.1993,12.5,12.5,5.87205,0,18.1,0,0.693,6.405,96,1.6768,8,666,20.2,396.9,class_1
398,18,80,605,-71.025,42.2024,8.5,8.5,7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,8,666,20.2,393.1,class_1
399,18,80,606,-71.023,42.209,5,5,38.3518,0,18.1,0,0.693,5.453,100,1.4896,8,666,20.2,396.9,class_1
400,18,80,607,-71.033,42.2032,6.3,6.3,9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,8,666,20.2,338.16,class_1
401,18,80,608,-71.0326,42.2011,5.6,5.6,25.0461,0,18.1,0,0.693,5.987,100,1.5888,8,666,20.2,396.9,class_1
402,18,80,609,-71.03,42.2015,7.2,7.2,14.2362,0,18.1,0,0.693,6.343,100,1.5741,8,666,20.2,396.9,class_1
403,18,80,610,-71.03,42.1988,12.1,12.1,9.59571,0,18.1,0,0.693,6.404,100,1.639,8,666,20.2,376.11,class_1
404,18,80,612,-71.0332,42.198,8.3,8.3,24.8017,0,18.1,0,0.693,5.349,96,1.7028,8,666,20.2,396.9,class_1
405,18,80,613,-71.0345,42.2001,8.5,8.5,41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,8,666,20.2,329.46,class_1
406,18,80,614,-71.032,42.2057,5,5,67.9208,0,18.1,0,0.693,5.683,100,1.4254,8,666,20.2,384.97,class_1
407,10,81,702,-71.039,42.2198,11.9,11.9,20.7162,0,18.1,0,0.659,4.138,100,1.1781,8,666,20.2,370.22,class_1
409,10,81,705,-71.0437,42.205,17.2,17.2,7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,8,666,20.2,314.64,class_1
410,10,81,706,-71.0455,42.206,27.5,27.5,14.4383,0,18.1,0,0.597,6.852,100,1.4655,8,666,20.2,179.36,class_1
412,10,81,708,-71.0487,42.2048,17.2,17.2,14.0507,0,18.1,0,0.597,6.657,100,1.5275,8,666,20.2,35.05,class_1
413,10,81,709,-71.047,42.203,17.9,17.9,18.811,0,18.1,0,0.597,4.628,100,1.5539,8,666,20.2,28.79,class_1
414,10,81,710,-71.0451,42.2015,16.3,16.3,28.6558,0,18.1,0,0.597,5.155,100,1.5894,8,666,20.2,210.97,class_1
415,16,82,801,-71.042,42.1985,7,7,45.7461,0,18.1,0,0.693,4.519,100,1.6582,8,666,20.2,88.27,class_1
416,16,82,802,-71.0455,42.1953,7.2,7.2,18.0846,0,18.1,0,0.679,6.434,100,1.8347,8,666,20.2,27.25,class_1
417,16,82,803,-71.0477,42.1965,7.5,7.5,10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,8,666,20.2,21.57,class_1
418,16,82,805,-71.0498,42.2007,10.4,10.4,25.9406,0,18.1,0,0.679,5.304,89.1,1.6475,8,666,20.2,127.36,class_1
419,16,82,807,-71.0525,42.1989,8.8,8.8,73.5341,0,18.1,0,0.679,5.957,100,1.8026,8,666,20.2,16.45,class_1
420,16,82,808,-71.0586,42.1999,8.4,8.4,11.8123,0,18.1,0,0.718,6.824,76.5,1.794,8,666,20.2,48.45,class_1
421,16,82,809,-71.0618,42.199,16.7,16.7,11.0874,0,18.1,0,0.718,6.411,100,1.8589,8,666,20.2,318.75,class_1
422,16,82,810,-71.065,42.2018,14.2,14.2,7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,8,666,20.2,319.98,class_1
423,16,82,811,-71.0665,42.197,20.8,20.8,12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,8,666,20.2,291.55,class_1
424,16,82,812,-71.0619,42.1948,13.4,13.4,7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,8,666,20.2,2.52,class_1
425,16,82,813,-71.059,42.192,11.7,11.7,8.79212,0,18.1,0,0.584,5.565,70.6,2.0635,8,666,20.2,3.65,class_1
426,16,82,814,-71.0577,42.1967,8.3,8.3,15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,8,666,20.2,7.68,class_1
427,16,82,815,-71.0558,42.1937,10.2,10.2,12.2472,0,18.1,0,0.584,5.837,59.7,1.9976,8,666,20.2,24.65,class_1
428,16,82,816,-71.0542,42.1961,10.9,10.9,37.6619,0,18.1,0,0.679,6.202,78.7,1.8629,8,666,20.2,18.82,class_1
429,16,82,817,-71.0521,42.194,11,11,7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,8,666,20.2,96.73,class_1
430,16,82,818,-71.0485,42.192,9.5,9.5,9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,8,666,20.2,60.72,class_1
431,16,82,819,-71.0547,42.189,14.5,14.5,8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,8,666,20.2,83.45,class_1
432,16,82,820,-71.0505,42.188,14.1,14.1,10.0623,0,18.1,0,0.584,6.833,94.3,2.0882,8,666,20.2,81.33,class_1
434,17,83,901,-71.0495,42.1815,14.3,14.3,5.58107,0,18.1,0,0.713,6.436,87.9,2.3158,8,666,20.2,100.19,class_1
435,17,83,902,-71.0475,42.1842,11.7,11.7,13.9134,0,18.1,0,0.713,6.208,95,2.2222,8,666,20.2,100.63,class_1
436,17,83,903,-71.046,42.1867,13.4,13.4,11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,8,666,20.2,109.85,class_1
437,17,83,904,-71.0455,42.1893,9.6,9.6,14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,8,666,20.2,27.49,class_1
438,17,83,905,-71.0445,42.1917,8.7,8.2,15.1772,0,18.1,0,0.74,6.152,100,1.9142,8,666,20.2,9.32,class_1
439,17,83,906,-71.0445,42.1938,8.4,8.4,13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,8,666,20.2,68.95,class_1
440,17,83,907,-71.037,42.194,12.8,12.8,9.39063,0,18.1,0,0.74,5.627,93.9,1.8172,8,666,20.2,396.9,class_1
441,17,83,908,-71.0321,42.1925,10.5,10.5,22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,8,666,20.2,391.45,class_1
442,17,83,910,-71.0345,42.185,17.1,17.1,9.72418,0,18.1,0,0.74,6.406,97.2,2.0651,8,666,20.2,385.96,class_1
443,17,83,911,-71.034,42.189,18.4,14.8,5.66637,0,18.1,0,0.74,6.219,100,2.0048,8,666,20.2,395.69,class_1
444,17,83,912,-71.0378,42.1892,15.4,15.4,9.96654,0,18.1,0,0.74,6.485,100,1.9784,8,666,20.2,386.73,class_1
445,17,83,913,-71.0405,42.192,10.8,10.8,12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,8,666,20.2,240.52,class_1
446,17,83,914,-71.0425,42.189,11.8,11.8,10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,8,666,20.2,43.06,class_1
447,17,83,915,-71.039,42.1868,14.9,14.9,6.28807,0,18.1,0,0.74,6.341,96.4,2.072,8,666,20.2,318.01,class_1
448,17,83,916,-71.037,42.184,12.6,12.6,9.92485,0,18.1,0,0.74,6.251,96.6,2.198,8,666,20.2,388.52,class_1
449,17,83,917,-71.04,42.182,14.1,14.1,9.32909,0,18.1,0,0.713,6.185,98.7,2.2616,8,666,20.2,396.9,class_1
450,17,83,918,-71.0428,42.1845,13,13,7.52601,0,18.1,0,0.713,6.417,98.3,2.185,8,666,20.2,304.21,class_1
451,17,83,919,-71.046,42.181,13.4,13.4,6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,8,666,20.2,0.32,class_1
452,17,83,920,-71.041,42.1795,15.2,15.2,5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,8,666,20.2,355.29,class_1
453,17,83,921,-71.034,42.179,16.1,16.1,5.09017,0,18.1,0,0.713,6.297,91.8,2.3682,8,666,20.2,385.09,class_1
454,17,83,922,-71.04,42.177,17.8,17.8,8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,8,666,20.2,375.87,class_1
455,17,83,923,-71.0455,42.1768,14.9,14.4,9.51363,0,18.1,0,0.713,6.728,94.1,2.4961,8,666,20.2,6.68,class_1
456,17,83,924,-71.051,42.178,14.1,14.1,4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,8,666,20.2,50.92,class_1
457,9,84,1001,-71.0517,42.1735,12.7,12.7,4.66883,0,18.1,0,0.713,5.976,87.9,2.5806,8,666,20.2,10.48,class_1
458,9,84,1002,-71.0515,42.17,13.5,13.5,8.20058,0,18.1,0,0.713,5.936,80.3,2.7792,8,666,20.2,3.5,class_1
459,9,84,1003,-71.0475,42.169,14.9,14.9,7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,8,666,20.2,272.21,class_1
460,9,84,1004,-71.043,42.169,20,20,6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,8,666,20.2,396.9,class_1
461,9,84,1005,-71.043,42.1728,16.4,16.4,4.81213,0,18.1,0,0.713,6.701,90,2.5975,8,666,20.2,255.23,class_1
462,9,84,1006,-71.035,42.1745,17.7,17.7,3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,8,666,20.2,391.43,class_1
463,9,84,1007,-71.031,42.1695,19.5,19.5,6.65492,0,18.1,0,0.713,6.317,83,2.7344,8,666,20.2,396.9,class_1
465,9,84,1009,-71.045,42.164,21.4,21.4,7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,8,666,20.2,396.9,class_1
466,9,84,1010,-71.055,42.165,19.9,19.9,3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,8,666,20.2,334.4,class_1
467,9,84,1011,-71.055,42.1685,19,19,3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,8,666,20.2,22.01,class_1
468,14,85,1101,-71.066,42.178,19.1,19.1,4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,8,666,20.2,331.29,class_1
469,14,85,1102,-71.07,42.168,19.1,19.1,15.5757,0,18.1,0,0.58,5.926,71,2.9084,8,666,20.2,368.74,class_1
470,14,85,1103,-71.069,42.1725,20.1,20.1,13.0751,0,18.1,0,0.58,5.713,56.7,2.8237,8,666,20.2,396.9,class_1
471,14,85,1104,-71.074,42.168,19.9,19.9,4.34879,0,18.1,0,0.58,6.167,84,3.0334,8,666,20.2,396.9,class_1
472,14,85,1105,-71.0825,42.1698,19.6,19.6,4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,8,666,20.2,395.33,class_1
473,14,85,1106,-71.0833,42.175,23.2,23.2,3.56868,0,18.1,0,0.58,6.437,75,2.8965,8,666,20.2,393.37,class_1
475,12,86,1202,-71.055,42.183,13.8,13.8,8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,8,666,20.2,352.58,class_1
476,12,86,1203,-71.0511,42.1879,13.3,13.3,6.39312,0,18.1,0,0.584,6.162,97.4,2.206,8,666,20.2,302.76,class_1
477,12,86,1204,-71.0565,42.188,16.7,16.7,4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,8,666,20.2,396.21,class_1
478,12,86,1205,-71.0528,42.192,12,12,15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,8,666,20.2,349.48,class_1
479,12,86,1206,-71.0558,42.1913,14.6,14.6,10.233,0,18.1,0,0.614,6.185,96.7,2.1705,8,666,20.2,379.7,class_1
480,12,86,1207,-71.067,42.1945,21.4,21.4,14.3337,0,18.1,0,0.614,6.229,88,1.9512,8,666,20.2,383.32,class_1
485,13,88,1401,-71.0804,42.154,20.6,20.6,2.37857,0,18.1,0,0.583,5.871,41.9,3.724,8,666,20.2,370.73,class_1
487,13,88,1403,-71.0715,42.155,19.1,19.1,5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,8,666,20.2,392.68,class_1
489,25,89,1601,-71.0189,42.2344,15.2,15.2,0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,3,711,20.1,395.09,class_1
490,25,89,1602,-71.0228,42.2335,7,7,0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,3,711,20.1,344.05,class_1
491,25,89,1604,-71.0245,42.2368,8.1,8.1,0.20746,0,27.74,0,0.609,5.093,98,1.8226,3,711,20.1,318.43,class_1
492,25,89,1605,-71.016,42.2382,13.6,13.6,0.10574,0,27.74,0,0.609,5.983,98.8,1.8681,3,711,20.1,390.11,class_1
493,25,89,1606,-71.0297,42.2447,20.1,20.1,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,3,711,20.1,396.9,class_1
495,66,90,1702,-71.0125,42.25,24.5,24.5,0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,5,391,19.2,396.9,class_1
496,66,90,1703,-71.0105,42.2547,23.1,23.1,0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,5,391,19.2,393.29,class_1
497,66,90,1704,-71.001,42.2525,19.7,19.7,0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,5,391,19.2,396.9,class_1
498,66,90,1705,-70.9947,42.2496,18.3,18.3,0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,5,391,19.2,396.9,class_1
499,66,90,1706,-71.005,42.2455,21.2,21.2,0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,5,391,19.2,396.9,class_1
500,66,90,1707,-70.9985,42.243,17.5,17.5,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,5,391,19.2,395.77,class_1
501,66,90,1708,-70.992,42.238,16.8,16.8,0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,5,391,19.2,396.9,class_1
