@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
2882,821,34,648,475,394,526,851,645,528,701,371,301,205,10,891,class_1
2894,987,34,747,520,434,611,895,626,520,733,252,130,110,7,508,class_1
9554,709,34,762,548,423,601,970,704,534,767,400,338,218,9,982,class_1
3018,92,35,620,481,394,483,817,644,530,643,226,212,180,65,690,class_1
3024,133,35,754,518,470,585,948,663,600,744,213,133,126,58,530,class_1
3051,419,35,654,473,389,502,810,602,505,636,221,244,203,14,682,class_1
3100,616,35,632,486,393,512,786,618,512,648,248,241,192,4,687,class_1
3123,895,35,577,448,387,479,718,567,497,603,278,253,147,39,717,class_1
3125,1016,35,666,483,393,535,856,622,506,688,447,410,244,12,1113,class_1
3131,996,35,608,457,379,486,750,572,481,607,217,152,167,20,556,class_1
6883,612,35,703,491,415,555,846,603,516,676,758,679,443,30,1910,class_1
7104,513,35,616,474,376,478,797,614,487,619,258,225,219,60,763,class_1
3170,621,36,532,409,373,449,655,509,460,555,342,247,181,11,794,class_1
3184,979,36,600,445,368,470,752,563,468,593,286,225,236,24,778,class_1
3210,626,37,597,473,400,475,762,615,522,615,206,209,133,46,622,class_1
3216,653,37,544,437,382,474,693,564,498,609,205,113,77,16,411,class_1
3223,980,37,597,446,375,459,762,579,488,594,240,182,152,89,671,class_1
3242,129,38,829,566,499,678,994,691,617,820,256,138,125,4,523,class_1
3256,245,38,674,496,459,568,843,619,570,709,153,114,73,0,341,class_1
3289,443,38,757,543,448,635,955,700,568,805,216,118,77,4,416,class_1
3371,826,38,736,579,454,606,913,724,568,755,490,332,291,37,1150,class_1
3378,981,38,881,622,532,744,1086,831,712,945,541,240,212,0,993,class_1
3379,923,38,736,516,421,547,910,653,537,688,427,402,373,63,1325,class_1
6965,640,38,721,509,417,522,887,642,525,652,622,449,427,160,1799,class_1
3401,101,39,752,515,433,625,956,659,554,797,286,100,111,0,514,class_1
3414,985,39,630,473,416,541,813,622,548,703,334,187,135,3,659,class_1
3425,168,40,602,441,375,466,728,544,465,571,296,224,191,42,801,class_1
3448,879,40,585,436,385,475,705,532,472,577,417,335,194,60,1034,class_1
10300,992,41,480,364,340,362,570,438,410,436,88,75,134,55,352,class_1
3509,503,42,558,425,376,443,674,522,464,542,264,194,193,71,722,class_1
3530,1037,42,600,454,402,501,756,570,500,630,535,325,202,65,1139,class_1
3535,1047,42,807,522,432,612,988,651,538,756,289,160,177,9,657,class_1
6725,928,42,605,461,403,486,757,576,502,607,53,60,40,11,164,class_1
3594,976,43,551,443,382,448,674,550,479,555,249,203,234,5,751,class_1
3604,675,43,809,548,481,663,992,682,593,816,224,89,91,8,422,class_1
3613,777,43,733,505,463,550,918,636,570,687,158,154,135,5,483,class_1
3636,834,43,654,477,423,511,811,599,518,632,107,109,99,9,336,class_1
3642,836,43,551,455,366,423,684,573,469,535,83,82,104,50,331,class_1
3644,837,43,610,429,363,468,762,550,472,595,270,216,220,14,742,class_1
3646,839,43,499,401,342,396,623,507,438,501,93,107,101,40,353,class_1
3652,957,43,681,462,398,520,836,585,510,651,341,288,238,24,903,class_1
3656,932,43,581,438,395,455,724,557,506,577,185,224,137,0,608,class_1
3658,933,43,732,476,432,577,888,599,548,713,997,439,480,30,2099,class_1
6967,60,43,619,474,397,476,791,610,504,607,226,131,103,7,601,class_1
9741,934,43,661,505,451,557,810,634,571,692,89,58,59,1,207,class_1
10366,829,43,645,460,394,505,798,587,509,637,652,424,305,2,1546,class_1
3670,100,44,661,504,431,543,851,668,577,711,577,382,304,49,1372,class_1
3675,998,44,615,432,383,498,792,574,514,652,388,231,216,25,860,class_1
3677,1043,44,518,403,364,420,688,546,497,567,199,165,158,20,583,class_1
3705,192,45,679,499,382,525,827,621,484,650,185,132,123,30,470,class_1
3728,622,45,595,451,370,446,731,564,468,557,165,228,156,52,643,class_1
3735,1050,45,610,492,404,491,753,611,501,609,220,310,211,43,784,class_1
3749,314,45,753,524,445,568,909,650,550,696,210,266,156,43,675,class_1
3754,1053,45,655,467,404,519,802,582,506,641,598,526,270,91,1485,class_1
6968,1000,45,777,517,430,610,953,653,545,757,445,277,201,18,973,class_1
3696,999,46,606,450,370,458,770,586,486,592,175,174,115,0,555,class_1
3798,1001,47,683,485,421,555,838,606,524,687,893,472,352,11,1906,class_1
3800,1069,47,597,447,393,470,734,559,488,584,337,281,279,62,965,class_1
3863,485,48,705,521,426,527,884,662,525,662,94,238,151,0,483,class_1
3895,885,48,666,498,439,573,831,628,566,721,918,287,360,30,1641,class_1
3896,886,48,604,465,421,495,761,598,544,632,267,306,192,2,797,class_1
3827,1088,49,535,431,361,439,642,521,438,529,335,237,272,22,895,class_1
3932,1003,51,539,410,374,445,658,507,464,549,241,154,164,2,591,class_1
1065,865,0,533,494,329,415,716,663,442,559,9,26,20,9,70,class_2
11462,863,0,612,507,414,498,825,681,557,670,115,124,101,21,392,class_2
1002,4,1,442,369,310,350,530,444,376,423,59,77,102,24,262,class_2
1004,969,1,441,385,310,388,542,473,383,477,57,33,35,2,127,class_2
1020,401,1,461,389,338,386,585,496,436,493,106,42,66,58,272,class_2
1036,737,1,565,425,363,449,710,556,476,578,83,46,77,9,215,class_2
1047,853,1,462,385,322,350,560,467,392,426,25,59,100,19,204,class_2
1050,857,1,410,352,306,327,487,415,362,387,57,65,85,45,254,class_2
1055,867,1,636,443,375,451,771,540,455,548,72,87,98,7,282,class_2
1057,991,1,542,426,370,418,645,514,450,504,119,103,142,64,434,class_2
8310,36,1,519,422,343,403,621,507,411,483,56,54,63,28,201,class_2
1090,29,2,520,433,342,398,646,541,431,498,103,87,141,63,394,class_2
1092,896,2,521,416,339,395,632,507,416,482,93,89,82,76,340,class_2
1101,868,2,536,416,372,415,651,506,450,504,128,117,72,63,398,class_2
1107,771,2,461,389,321,362,575,484,402,453,27,31,34,23,115,class_2
1117,46,4,430,375,318,368,573,494,428,488,43,62,32,12,156,class_2
1122,79,4,455,369,303,370,582,462,371,464,32,57,31,6,126,class_2
1137,114,4,605,493,387,544,760,637,506,690,393,120,105,5,623,class_2
1138,115,4,606,491,384,552,762,629,503,699,258,69,49,7,383,class_2
1139,116,4,600,474,401,542,751,610,521,685,491,171,112,6,780,class_2
1141,112,4,605,472,392,548,759,606,593,705,178,52,37,1,268,class_2
1143,108,4,607,496,394,571,763,635,514,721,507,102,60,1,670,class_2
1144,109,4,610,492,408,559,766,630,531,707,411,116,79,4,610,class_2
1146,111,4,604,482,395,558,758,631,518,707,413,86,73,2,574,class_2
1147,113,4,603,476,382,553,757,612,500,699,459,109,67,14,649,class_2
1149,375,4,593,468,387,543,746,603,507,688,213,38,50,0,301,class_2
1151,738,4,602,479,403,547,756,615,524,693,576,223,100,10,909,class_2
1155,740,4,598,486,404,528,750,623,526,669,431,222,158,8,819,class_2
1156,764,4,602,459,380,553,755,592,497,699,170,34,29,0,233,class_2
1164,152,4,578,470,420,491,763,627,573,656,38,37,36,0,111,class_2
1216,963,4,482,392,326,401,602,478,396,494,41,28,41,0,110,class_2
1238,524,4,593,461,407,492,737,571,507,612,28,16,23,2,70,class_2
1264,641,4,715,561,511,637,930,737,645,829,130,72,22,7,231,class_2
1302,723,4,614,494,404,500,754,616,497,618,38,55,42,0,135,class_2
1322,984,4,566,468,406,488,716,592,495,610,49,19,39,0,109,class_2
1325,989,4,617,486,405,514,811,644,538,680,129,59,80,19,287,class_2
1326,742,4,763,555,487,578,938,704,624,729,85,117,90,0,324,class_2
1329,1005,4,542,420,372,459,666,528,468,570,172,92,100,10,377,class_2
1342,1110,4,666,499,347,531,808,601,416,642,48,27,24,9,108,class_2
1343,1131,4,597,373,365,381,484,472,454,478,5,11,6,0,22,class_2
3948,739,4,599,483,397,541,751,619,518,684,451,133,117,8,709,class_2
7993,110,4,597,482,377,499,752,619,495,637,95,48,50,13,206,class_2
10395,988,4,719,533,452,575,904,678,569,725,105,72,76,12,265,class_2
11649,466,4,722,558,414,589,911,724,543,754,130,90,83,3,310,class_2
1345,1,5,436,356,321,360,527,444,400,444,29,21,40,8,98,class_2
1365,938,5,474,422,360,397,559,498,425,468,47,45,63,15,170,class_2
4509,897,5,522,422,385,451,642,524,480,558,62,56,40,3,161,class_2
6740,899,5,596,453,408,467,726,561,508,576,106,108,119,35,368,class_2
1378,143,6,666,534,397,518,856,700,536,680,118,119,137,16,390,class_2
1380,1092,6,658,516,477,575,883,711,652,778,90,36,50,2,178,class_2
1385,281,6,685,545,452,545,894,733,603,721,62,43,81,6,192,class_2
1397,973,6,524,450,401,471,656,576,513,596,72,44,30,1,152,class_2
1402,663,6,697,540,412,553,877,686,531,701,82,51,64,10,207,class_2
1406,774,6,644,514,385,522,819,673,516,678,160,125,120,12,417,class_2
1409,717,6,548,451,360,430,654,544,432,517,8,34,22,1,65,class_2
1416,942,6,505,437,360,434,644,551,463,553,32,29,26,1,90,class_2
1422,956,6,529,445,380,439,660,566,492,558,76,131,111,3,329,class_2
1424,1082,6,734,504,423,597,936,641,539,761,128,57,66,0,254,class_2
1425,258,6,650,515,400,535,856,689,547,714,47,47,33,0,127,class_2
1443,309,7,623,480,399,482,814,638,534,637,86,67,70,35,261,class_2
29100,1017,7,559,476,390,491,686,586,482,604,184,113,95,8,400,class_2
1428,233,8,545,435,359,379,716,583,491,515,29,47,61,34,183,class_2
1466,56,9,488,420,350,394,598,508,424,477,39,77,84,15,215,class_2
1468,805,9,438,482,351,403,520,570,421,480,23,22,37,4,90,class_2
1479,273,9,457,369,310,365,556,452,383,446,70,130,84,7,299,class_2
1480,290,9,524,426,359,424,661,543,460,540,103,123,111,27,364,class_2
1481,291,9,580,426,394,461,750,559,517,601,183,147,159,30,528,class_2
1515,684,9,542,420,321,457,678,519,378,564,78,43,26,7,154,class_2
1531,809,9,622,437,370,477,794,561,467,605,61,52,65,2,185,class_2
3954,937,9,560,420,369,435,698,527,465,545,176,207,162,42,593,class_2
3955,1002,9,489,391,350,390,636,505,458,507,59,65,75,22,221,class_2
9635,292,9,558,423,395,433,719,553,509,562,182,261,220,76,767,class_2
1552,39,10,503,409,336,383,645,520,431,489,40,43,79,21,183,class_2
1561,202,10,456,375,333,396,588,491,437,515,75,50,51,2,178,class_2
1572,320,10,495,408,328,363,623,509,407,453,105,135,254,109,603,class_2
1577,418,10,523,428,353,399,661,542,445,506,69,116,111,54,350,class_2
1580,504,10,555,423,351,433,686,538,435,540,76,78,81,11,246,class_2
1599,1044,10,477,386,344,390,603,496,445,500,88,90,114,19,311,class_2
1601,1084,10,466,391,353,392,595,502,454,502,98,50,97,27,272,class_2
1602,318,10,447,388,340,373,571,496,440,479,47,41,80,11,179,class_2
1860,243,12,601,458,409,481,762,578,496,600,101,61,107,16,285,class_2
1881,552,12,521,409,312,302,609,421,374,373,0,0,0,0,18,class_2
1890,977,12,586,469,390,447,730,591,491,561,155,152,226,89,622,class_2
1616,88,13,448,391,354,391,566,498,453,498,157,111,100,7,427,class_2
1620,379,13,466,382,337,368,588,487,433,471,128,99,113,120,460,class_2
1641,94,14,570,464,378,442,679,562,449,529,75,88,100,30,295,class_2
1671,229,14,702,543,427,524,857,681,527,648,120,173,152,55,500,class_2
1674,259,14,442,373,333,364,515,438,393,428,190,161,120,87,560,class_2
1693,584,14,460,378,359,394,529,439,418,455,139,88,71,0,331,class_2
1694,157,14,446,369,320,345,509,425,371,399,120,65,77,14,351,class_2
1707,446,14,467,392,330,357,561,481,407,437,37,20,29,52,138,class_2
1733,558,14,490,405,337,348,566,472,394,405,20,51,120,23,253,class_2
1741,624,14,391,335,278,320,476,412,346,395,26,22,36,8,92,class_2
1749,685,14,484,405,359,416,610,517,464,531,50,58,42,2,152,class_2
1759,776,14,531,442,389,453,616,520,462,531,168,126,95,24,421,class_2
1767,380,14,463,395,315,409,576,493,403,511,38,36,17,0,91,class_2
1768,731,14,551,452,388,439,667,548,471,531,22,78,53,6,159,class_2
1780,1093,14,506,427,350,421,587,500,414,493,241,171,123,62,606,class_2
1781,1106,14,510,437,368,452,640,569,461,574,67,54,32,3,156,class_2
9333,741,14,499,437,370,433,594,516,447,516,50,62,46,5,163,class_2
1788,106,15,521,442,366,439,650,551,447,544,72,66,77,3,220,class_2
1795,952,15,500,415,351,414,602,505,415,496,57,43,58,4,170,class_2
1804,959,15,487,408,358,382,620,515,433,469,16,38,52,19,125,class_2
1808,926,15,493,421,377,384,636,545,477,491,35,38,58,50,181,class_2
1812,386,15,498,408,340,385,648,534,444,503,53,106,123,15,303,class_2
1813,390,15,643,469,405,469,820,604,514,599,170,217,215,1,688,class_2
1815,391,15,544,446,355,410,694,575,449,522,25,63,33,0,152,class_2
1816,394,15,544,445,391,420,696,571,495,537,32,56,57,0,175,class_2
1817,392,15,529,408,369,422,679,526,470,540,41,24,42,0,125,class_2
1827,660,15,519,413,364,405,677,541,479,530,47,105,74,21,247,class_2
1842,1046,15,559,423,372,446,681,525,459,548,67,58,74,5,204,class_2
1915,296,16,446,378,325,377,556,475,412,474,84,56,71,21,232,class_2
1926,647,16,450,381,331,375,567,484,425,477,103,76,70,4,291,class_2
1927,277,16,435,390,330,367,553,499,427,471,67,67,78,26,238,class_2
1949,1067,16,594,438,333,457,719,540,416,561,76,55,59,11,201,class_2
1950,1112,16,555,417,361,415,679,518,450,514,101,154,188,24,467,class_2
1954,63,17,473,385,326,394,583,480,396,482,32,18,27,7,84,class_2
1963,260,17,519,439,371,442,648,551,468,555,237,135,185,29,586,class_2
1976,543,17,478,395,322,373,600,498,410,472,87,89,123,37,336,class_2
1977,556,17,462,396,342,383,601,520,451,503,95,101,101,7,336,class_2
2002,1094,17,485,408,347,413,613,517,442,524,223,135,144,43,553,class_2
9275,589,17,506,427,350,388,623,529,432,478,83,96,90,14,341,class_2
2006,332,18,442,392,329,349,491,437,369,391,48,48,124,45,265,class_2
2008,463,18,472,408,344,391,549,494,418,467,129,93,131,36,389,class_2
2013,461,18,458,414,337,385,539,498,403,458,53,37,48,18,156,class_2
2015,974,18,512,378,352,404,609,453,423,483,199,128,116,67,510,class_2
2016,468,18,593,451,393,476,728,560,482,587,77,103,45,2,241,class_2
2017,500,18,456,374,323,363,554,458,398,446,76,77,104,33,290,class_2
2020,582,18,459,376,325,343,559,458,396,418,88,102,159,100,449,class_2
2021,599,18,418,360,312,335,500,432,375,403,44,47,98,34,223,class_2
2024,769,18,468,405,329,348,566,486,398,421,68,68,163,90,389,class_2
2032,1136,18,459,389,332,352,546,456,386,413,37,41,91,34,203,class_2
9636,779,18,455,392,336,367,538,464,398,434,100,88,210,48,446,class_2
2124,73,19,717,566,493,575,894,708,599,712,48,84,56,10,198,class_2
2139,164,19,664,469,395,522,822,593,488,651,58,64,38,0,160,class_2
2146,274,19,669,502,386,488,874,652,494,632,21,33,35,3,92,class_2
2183,99,19,517,440,400,468,672,583,542,617,144,53,41,17,255,class_2
2184,289,19,512,429,395,444,644,540,501,560,87,56,70,11,224,class_2
2189,1102,19,523,419,378,457,662,530,478,578,79,46,44,0,169,class_2
2190,1133,19,528,456,370,463,669,585,483,593,81,44,30,13,168,class_2
2208,758,19,589,471,386,477,724,592,482,593,54,54,53,6,167,class_2
2209,763,19,732,514,405,591,932,646,502,747,127,70,59,6,262,class_2
2210,908,19,572,482,420,526,722,611,535,665,203,61,32,1,321,class_2
2211,790,19,520,404,321,376,643,501,399,467,34,45,78,17,174,class_2
2218,815,19,727,548,484,611,925,706,599,777,111,73,33,15,232,class_2
2222,872,19,656,543,445,549,813,679,563,686,154,186,100,1,473,class_2
2226,1098,19,659,497,437,543,823,632,545,682,54,42,29,6,131,class_2
2228,1108,19,545,420,362,415,662,518,433,505,8,20,20,1,49,class_2
2233,1132,19,659,527,451,546,842,680,557,693,75,70,58,4,212,class_2
2062,91,20,510,433,349,401,647,554,452,515,31,28,51,14,127,class_2
2072,307,20,498,423,366,416,646,538,468,530,76,56,70,8,228,class_2
2076,370,20,516,425,352,402,665,530,434,502,14,21,40,1,76,class_2
2078,465,20,632,500,397,482,802,640,511,617,50,76,89,5,222,class_2
2083,544,20,594,517,439,450,743,651,558,571,26,41,91,42,229,class_2
2091,734,20,543,445,357,404,679,562,458,513,54,63,78,8,240,class_2
2099,846,20,531,433,388,439,692,565,505,573,141,136,169,25,471,class_2
2102,941,20,680,560,490,582,833,693,612,719,62,50,54,0,166,class_2
2106,1026,20,500,455,388,379,630,572,493,482,8,33,25,5,113,class_2
2050,971,21,450,380,323,354,545,468,396,434,11,22,39,4,76,class_2
9762,1023,21,584,439,362,459,724,558,459,578,78,144,61,7,291,class_2
2243,145,22,588,460,397,490,768,612,534,648,230,191,137,23,581,class_2
2259,262,22,560,447,389,462,722,590,519,605,318,171,160,17,729,class_2
2260,286,22,546,470,409,467,713,631,566,628,143,160,151,10,477,class_2
2292,515,22,668,482,420,511,854,638,563,671,99,124,95,11,338,class_2
2301,590,22,571,459,347,467,749,609,468,619,149,72,61,21,329,class_2
2307,605,22,633,518,432,534,831,690,582,710,123,142,85,8,358,class_2
2314,712,22,499,448,364,446,642,586,482,580,91,40,29,6,174,class_2
2326,1028,22,552,452,408,451,701,583,531,582,70,66,51,0,219,class_2
2327,1029,22,566,460,409,437,708,582,522,555,43,46,57,1,184,class_2
2336,68,23,490,403,341,419,629,520,443,539,91,40,50,11,192,class_2
2345,994,23,563,429,366,402,702,538,465,508,31,104,146,29,310,class_2
2354,345,23,556,451,342,461,706,575,424,583,58,29,27,8,128,class_2
2360,479,23,523,441,371,453,662,567,482,580,210,138,125,16,489,class_2
2367,541,23,512,421,353,419,651,544,461,540,131,65,120,29,345,class_2
2377,794,23,518,417,354,441,662,546,464,570,259,143,146,25,573,class_2
2380,724,23,488,396,295,389,595,483,358,473,28,23,27,3,81,class_2
2388,874,23,551,446,386,458,719,591,520,606,90,112,72,11,285,class_2
2454,146,24,517,440,379,429,630,538,467,526,158,103,135,53,451,class_2
2479,450,24,414,335,282,308,506,413,350,381,22,22,45,30,119,class_2
2480,451,24,416,367,306,340,477,422,354,392,15,27,55,0,97,class_2
2482,495,24,449,355,310,359,548,434,378,442,26,13,27,12,78,class_2
2495,583,24,505,411,342,385,615,502,422,473,54,103,142,27,328,class_2
2496,595,24,526,404,348,379,634,490,425,461,48,49,85,36,231,class_2
2501,768,24,505,432,359,416,612,527,441,508,113,99,106,45,363,class_2
2503,782,24,516,422,364,417,617,510,441,502,247,151,180,43,671,class_2
2521,1078,24,505,435,325,395,623,542,414,495,28,29,55,0,115,class_2
2403,234,25,400,337,314,337,487,413,386,413,60,32,47,36,175,class_2
2410,400,25,425,391,337,362,511,471,407,436,81,79,114,54,328,class_2
2422,529,25,400,429,306,324,492,419,379,400,33,5,44,30,112,class_2
2530,263,26,409,358,292,348,500,440,364,430,47,41,48,5,141,class_2
2531,537,26,481,395,336,420,583,484,416,512,45,17,18,6,86,class_2
2533,591,26,403,342,309,332,493,425,384,411,15,19,41,3,79,class_2
2537,1097,26,388,330,289,313,473,407,359,386,8,12,22,4,46,class_2
2905,575,27,524,448,409,432,637,547,496,526,68,106,116,15,361,class_2
2906,25,27,491,413,366,424,598,505,448,518,249,117,113,19,545,class_2
2923,250,27,554,430,377,415,672,525,462,507,189,187,261,11,792,class_2
2928,284,27,525,437,375,407,640,536,460,499,27,72,50,4,193,class_2
2950,576,27,551,447,373,423,670,547,460,518,56,84,70,9,263,class_2
2954,639,27,538,403,341,413,655,495,421,505,49,32,31,2,143,class_2
2975,912,27,568,448,385,441,686,546,470,536,173,189,197,0,643,class_2
2978,1061,27,685,526,433,557,837,641,508,674,135,86,74,18,323,class_2
2981,1091,27,515,439,364,414,627,537,448,506,71,106,93,1,319,class_2
2984,914,27,533,419,366,421,648,511,449,514,94,105,108,1,346,class_2
2994,527,28,457,383,331,347,563,477,416,436,34,41,68,16,188,class_2
9265,580,28,473,391,353,398,545,458,420,467,130,125,149,6,423,class_2
2539,151,29,491,404,329,390,593,500,406,476,33,20,19,19,91,class_2
2542,218,29,649,462,351,437,793,562,418,529,66,119,127,22,342,class_2
2551,915,29,509,433,365,409,618,533,448,502,81,89,92,9,309,class_2
2554,1035,29,528,446,417,452,635,540,507,547,149,115,97,36,403,class_2
2566,1074,29,481,411,324,394,585,501,399,482,46,25,41,13,125,class_2
2580,563,30,567,425,356,459,728,558,464,597,31,32,15,5,83,class_2
2586,678,30,449,363,331,365,541,419,392,429,12,29,18,7,66,class_2
2603,244,31,603,463,386,529,762,580,479,664,61,28,15,4,108,class_2
2616,536,31,616,509,408,519,783,668,523,669,41,55,29,1,126,class_2
2617,539,31,647,521,417,532,802,661,541,672,155,130,125,9,419,class_2
2621,564,31,771,606,501,615,976,790,670,799,104,98,71,0,303,class_2
2622,415,31,640,516,423,525,833,691,582,700,115,107,115,3,340,class_2
2628,676,31,636,552,511,564,764,668,604,677,59,103,41,1,208,class_2
2631,692,31,893,640,526,693,1097,812,682,871,141,125,73,16,374,class_2
2632,748,31,736,557,414,553,894,683,507,675,98,110,101,13,332,class_2
2639,810,31,647,494,415,544,807,634,525,685,66,37,30,4,137,class_2
4741,690,31,860,633,510,648,1060,805,664,820,61,73,61,6,206,class_2
8770,282,31,530,440,404,459,692,579,517,597,147,63,54,8,303,class_2
2651,264,32,497,377,321,360,605,466,399,446,21,42,63,11,144,class_2
2653,565,32,435,362,305,349,541,454,386,439,26,32,59,0,117,class_2
2569,916,33,596,476,392,452,699,564,468,537,152,192,214,0,642,class_2
2668,13,34,520,427,367,439,641,538,467,548,46,25,36,6,113,class_2
2681,124,34,542,480,370,468,679,599,450,582,57,73,51,0,181,class_2
2704,181,34,539,449,391,447,693,579,499,574,11,38,17,1,67,class_2
2705,188,34,456,408,329,374,534,503,403,455,19,50,46,14,129,class_2
2737,397,34,594,462,393,461,756,594,496,587,42,81,59,10,192,class_2
2758,478,34,595,500,388,488,767,627,495,621,45,74,50,3,172,class_2
2788,571,34,503,430,376,443,612,524,448,537,39,43,24,2,108,class_2
2791,632,34,685,513,436,576,851,643,556,720,187,124,77,3,397,class_2
2806,681,34,568,476,417,466,710,603,527,587,182,215,179,13,665,class_2
2810,688,34,487,409,351,397,609,506,435,493,19,56,37,6,118,class_2
2817,791,34,492,398,377,425,642,535,495,562,56,51,43,4,154,class_2
2841,694,34,603,501,397,492,778,651,509,636,87,107,88,0,296,class_2
2842,695,34,536,433,359,444,693,560,464,573,144,157,88,3,424,class_2
2843,696,34,530,411,341,432,691,537,439,563,85,76,66,0,234,class_2
2844,697,34,562,438,350,450,731,569,451,585,93,65,54,15,235,class_2
2845,698,34,541,411,348,405,704,536,448,525,48,78,79,23,243,class_2
2846,699,34,584,458,373,462,758,594,480,598,90,96,73,0,283,class_2
2847,701,34,539,428,362,440,705,557,467,571,93,78,81,1,267,class_2
2848,702,34,537,427,339,441,702,556,435,574,111,105,78,4,302,class_2
2849,703,34,538,435,343,445,701,566,441,578,107,76,71,1,266,class_2
2850,704,34,531,413,337,424,691,539,436,552,78,63,52,9,219,class_2
2889,860,34,638,508,399,512,841,677,501,667,60,50,54,9,173,class_2
4779,457,34,631,513,408,531,825,672,520,690,233,175,124,22,561,class_2
4804,568,34,569,492,410,491,726,642,546,639,68,106,43,11,228,class_2
6792,693,34,536,457,414,444,701,591,529,573,8,48,19,8,85,class_2
3023,125,35,563,405,334,424,704,540,429,543,54,36,57,11,158,class_2
3032,169,35,611,459,390,486,750,575,495,606,166,223,128,14,531,class_2
3050,405,35,587,473,389,465,717,586,490,576,59,56,74,14,203,class_2
3127,948,35,590,479,392,482,765,616,495,618,123,159,130,7,419,class_2
3144,1135,35,571,473,378,449,712,586,467,557,58,75,78,19,230,class_2
3145,1139,35,591,450,362,481,723,562,461,597,204,116,106,33,459,class_2
8795,24,35,441,348,300,316,571,457,398,418,30,15,17,3,162,class_2
9168,1134,35,642,468,385,465,781,580,485,576,126,176,132,45,493,class_2
3152,943,36,503,442,384,416,606,536,469,505,108,57,166,58,389,class_2
3179,770,36,464,407,348,363,558,493,425,440,33,17,61,37,148,class_2
3181,811,36,464,429,382,393,567,528,474,485,56,33,65,44,198,class_2
3185,997,36,686,500,404,513,835,608,493,625,84,108,73,20,287,class_2
3197,447,37,601,442,362,477,749,570,440,598,74,36,47,6,171,class_2
3209,1099,37,439,354,315,361,575,470,417,472,60,40,33,2,155,class_2
3212,635,37,441,381,341,370,561,469,421,461,28,32,41,7,108,class_2
3219,778,37,460,371,315,393,598,491,417,517,72,49,25,12,161,class_2
3224,982,37,587,437,387,436,716,542,470,536,26,57,42,2,135,class_2
3235,61,38,496,405,353,381,652,532,462,500,12,20,32,2,68,class_2
3237,103,38,620,466,379,511,767,605,478,639,65,23,20,3,129,class_2
3238,104,38,658,497,415,528,840,637,542,678,84,85,73,1,243,class_2
3258,248,38,602,469,393,475,753,597,497,601,98,97,113,28,336,class_2
3259,257,38,442,342,329,363,636,413,398,473,19,17,17,4,57,class_2
3266,310,38,453,377,341,365,586,489,434,469,35,54,76,17,182,class_2
3277,395,38,675,541,425,546,859,708,571,711,243,201,173,41,658,class_2
3278,842,38,423,505,428,441,576,678,558,578,5,9,24,18,59,class_2
3287,428,38,585,482,426,470,733,616,543,597,30,80,95,4,209,class_2
3296,496,38,514,429,356,412,635,524,443,508,25,41,52,3,121,class_2
3313,1113,38,670,556,439,529,870,714,567,683,60,136,88,18,309,class_2
3315,84,38,669,538,428,528,856,710,580,696,98,109,131,10,348,class_2
3316,119,38,674,541,436,549,850,700,578,708,112,108,64,25,309,class_2
3317,156,38,692,554,379,550,884,732,530,725,35,35,21,7,98,class_2
3320,252,38,676,531,415,526,858,696,556,686,95,72,85,20,272,class_2
3321,268,38,676,545,424,516,870,714,570,679,111,86,169,26,392,class_2
3322,426,38,669,544,418,528,847,707,558,685,119,117,122,25,383,class_2
3325,521,38,660,552,429,549,842,723,576,716,117,97,100,6,320,class_2
3326,754,38,673,545,425,573,848,706,567,735,148,67,83,3,301,class_2
3327,762,38,675,532,431,537,836,670,552,676,127,104,138,11,380,class_2
3328,1083,38,667,540,431,533,821,680,554,671,136,163,176,8,483,class_2
3367,799,38,594,484,427,487,764,628,539,623,39,50,63,2,154,class_2
3384,990,38,565,479,437,475,736,632,571,621,51,86,95,5,242,class_2
3388,1049,38,726,535,438,536,912,698,586,698,133,143,206,21,503,class_2
3394,1114,38,499,430,338,409,612,534,408,502,31,53,53,0,138,class_2
9235,163,38,649,539,419,517,824,694,549,665,100,92,110,22,324,class_2
3406,658,39,633,526,418,489,827,712,544,646,43,68,93,15,219,class_2
3407,672,39,518,442,381,453,675,581,504,594,125,101,96,1,323,class_2
3411,735,39,495,397,327,385,620,496,406,481,29,43,37,14,124,class_2
3423,161,40,469,405,332,421,576,502,415,520,65,59,24,0,148,class_2
3428,177,40,475,410,320,374,581,505,399,462,68,102,118,32,320,class_2
3456,1128,40,464,378,327,378,578,474,413,474,73,78,70,19,242,class_2
3466,592,41,417,333,297,337,498,402,362,407,27,30,35,12,104,class_2
3470,766,41,473,414,362,419,562,495,435,500,45,28,26,5,104,class_2
3471,767,41,440,368,326,368,521,440,392,440,132,67,122,44,367,class_2
3478,43,42,482,362,314,374,581,445,390,458,86,47,102,17,252,class_2
3479,66,42,484,372,315,382,573,445,377,455,42,54,45,7,148,class_2
3487,253,42,519,449,358,411,629,548,441,504,129,124,165,68,486,class_2
3510,517,42,542,418,336,410,654,511,416,501,202,167,224,76,669,class_2
