@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13}

@data
42,-2,-154.99,-4.1,-2.6,81.1,27.89,29.2,class_13
43,-5,-154.99,-4.2,1.7,82.2,28.8,29.47,class_13
44,-8.28,-154.97,-6.9,0.9,81.8,28.56,29.4,class_13
45,2.42,137.41,0,0.4,83.6,28.42,29.88,class_13
46,4.97,146.99,-4,-2.8,90.6,28.8,29.4,class_13
48,8.08,156.02,-5.5,-0.7,94.3,27.29,28.89,class_13
49,4.99,156.08,-3.5,-0.6,85.7,28.23,29.03,class_13
50,2.07,156.2,-4.7,-0.5,80.2,28.64,28.97,class_13
51,0.06,156.16,-3.9,-1.6,85.9,28.18,28.89,class_13
52,-2,155.94,-1.6,0,83.8,28.43,29.3,class_13
53,7.98,165.06,-6.2,-4.9,88.9,28.4,28.77,class_13
54,5.03,165.02,-6.4,-1.6,87.7,28.53,28.87,class_13
55,0,165.01,-4,-1.7,88.8,28.37,28.85,class_13
57,-5,165.2,-3.9,-1,85.9,27.89,29.42,class_13
58,-8.04,164.81,0.3,-5,93.4,28.67,28.61,class_13
