@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute class {class_0,class_1}

@data
3,0,1,71,8.222572,8.125988,5.752509,6.694548,4.931627,5.093589,10.78926,9.963263,5.90957,8.643234,6.19692,5.338541,7.414454,7.94902,8.613738,8.220406,6.475638,12.097592,12.448577,class_1
4,1,1,61,8.812648,9.286648,5.946882,6.713808,4.983391,5.110968,10.832251,9.355647,5.672966,8.385115,6.525312,5.238403,7.289274,8.419012,9.160914,9.574306,6.136941,12.093687,12.373024,class_1
7.583333,0,1,46,9.083172,9.011245,5.79584,6.959689,5.077658,5.167114,11.413108,9.547225,5.984166,9.290471,6.505081,5.592268,7.465757,7.064619,7.464123,7.845292,6.296432,12.228354,12.792992,class_1
17,1,1,74,8.457456,8.531044,6.282832,6.945429,5.383023,5.409507,11.21587,8.651434,5.883718,9.277328,7.008863,6.386013,7.695524,7.134733,7.346595,10.824801,6.121948,12.934141,13.335993,class_1
4.166667,0,1,51,8.748203,9.064092,5.750565,6.927971,4.997865,5.058765,11.068698,9.309761,6.007172,8.849519,6.827789,5.232767,7.569585,7.10332,7.044021,6.554816,6.987119,12.426727,12.784933,class_1
3.5,1,1,50,8.298028,8.588363,5.922558,6.638237,5.016375,5.128365,11.601341,9.181797,5.69891,9.083136,7.060407,5.205516,7.52167,7.604167,8.074633,8.425627,6.717509,12.502386,12.811274,class_1
5,0,1,69,8.830516,9.187287,7.495945,7.687862,6.550265,6.692795,11.679417,9.022584,6.108501,7.970372,6.111347,5.247727,7.749907,7.203366,7.294852,7.435506,6.437828,12.893296,13.239182,class_1
2.166667,0,1,63,9.520764,9.55259,5.989687,7.011723,5.486983,5.241393,11.151734,10.169291,5.856292,7.893782,5.887968,5.306219,7.434758,7.339823,7.989883,8.768906,6.04783,12.851079,13.409212,class_1
5.166667,1,1,76,8.614495,9.221637,6.424426,7.319532,5.605556,5.656828,11.356048,8.046571,5.667056,8.915874,6.850451,5.461722,7.652281,8.746945,9.211435,8.807199,6.230247,12.802984,13.082676,class_1
1.833333,0,1,72,8.254164,8.309661,5.991379,6.813877,5.31165,5.13169,11.183449,9.407032,5.713206,8.287169,6.24197,6.08492,7.526704,7.033847,7.637521,9.932878,6.141165,11.863495,12.566725,class_1
5.25,0,1,70,9.097764,9.381971,5.747915,6.615762,4.985856,5.051506,11.346822,10.591951,5.782643,8.415809,6.369376,5.307663,7.267058,7.730177,8.187194,8.281819,6.338519,12.589901,12.858418,class_1
0.583333,0,1,81,8.826441,9.282425,6.217301,6.950633,5.24282,5.176093,11.009323,10.601691,6.065892,8.755141,6.784325,5.35163,7.634356,7.596973,7.998454,9.093587,6.627336,12.549772,12.800198,class_1
4.333333,1,1,61,8.205025,7.955189,5.59388,6.880604,4.993836,5.048956,11.163573,10.259244,5.84206,8.681214,6.025958,5.229735,7.583134,7.362874,8.467402,7.941262,6.373115,11.797556,12.430561,class_1
3,0,1,53,8.204704,7.702973,6.058276,6.92989,5.202933,4.982365,11.284554,10.085278,5.883016,8.21856,6.078348,5.397033,7.701589,7.084438,7.685188,7.711478,6.655739,11.403892,12.052509,class_1
1.25,1,1,72,8.841692,9.272537,6.241373,6.998193,5.641777,5.95014,12.083798,9.729017,5.876062,8.627779,6.575223,6.190284,7.631698,6.894686,6.83976,7.634247,6.287048,12.755782,13.016461,class_1
1.666667,1,1,53,8.673719,8.746881,6.248018,7.240501,5.359073,5.459596,11.442502,9.476448,6.003315,8.754275,6.358721,5.36558,7.662327,7.04373,7.248042,8.388346,6.139629,13.059822,13.435909,class_1
3.5,0,1,74,8.809211,9.256898,6.088836,6.789937,5.1791,5.172156,11.607161,8.697862,5.86699,9.177978,6.862268,5.375957,7.589557,7.276595,7.563842,8.294361,6.415732,12.542743,12.907792,class_1
4.25,1,1,48,8.375123,8.621771,5.828395,6.814278,5.015933,5.255065,11.421828,9.706479,5.984478,9.315458,7.045019,5.448808,7.470909,6.789415,6.796616,8.040222,6.41319,12.337287,12.63839,class_1
4.166667,0,1,65,8.336536,8.472307,6.574429,7.178671,5.812168,6.278701,12.254633,9.659785,5.820731,8.185681,6.470658,5.360646,7.55236,7.467536,7.867766,10.693863,6.848699,13.312031,13.451601,class_1
4.75,1,1,70,9.007413,9.658906,6.223582,6.937799,5.576805,5.942556,11.191492,9.698749,5.860556,8.608267,6.866169,5.835293,7.695775,7.38797,7.693731,9.337587,6.31875,12.533577,12.85534,class_1
1.083333,1,1,79,9.562234,9.813356,6.431436,6.789583,5.411916,5.257146,11.684705,9.595397,5.842483,8.074301,6.152096,5.394468,7.387696,7.74069,8.229825,8.639148,6.910467,12.733071,13.139591,class_1
2.75,1,1,63,9.173439,9.089494,5.902857,6.881387,5.07505,5.147574,10.819695,9.478984,6.038613,8.017147,6.074275,5.37215,7.522527,8.158052,8.945587,8.420053,6.429572,12.438846,12.859135,class_1
3.083333,0,1,76,8.801687,9.25938,6.038186,6.766204,4.92001,5.064178,11.010244,8.32191,5.779957,7.434573,5.751601,5.254867,7.354866,8.231135,9.068624,9.864405,6.248693,11.946738,12.326053,class_1
2,1,1,51,8.500436,8.781693,6.738206,7.083262,5.476826,5.319453,11.056187,9.53112,5.918749,8.351621,6.400674,5.230925,7.665116,7.657417,8.085232,9.554616,6.383518,12.896368,13.280224,class_1
3.666667,0,1,63,8.36613,8.636666,5.72275,6.654291,4.993756,5.041305,11.287106,10.174077,5.803728,8.405528,6.454576,5.227765,7.407102,6.679604,6.610856,8.012432,6.584367,12.435406,12.761007,class_1
2.5,0,1,80,9.290663,9.667771,6.664459,7.178049,6.253392,6.445841,10.967373,10.140588,5.973942,7.855133,6.143548,5.450924,7.432746,7.311913,7.780569,8.843558,6.122693,12.899033,13.333016,class_1
4.166667,0,1,74,8.450407,8.405301,6.433266,7.194612,5.473993,5.603075,10.35201,9.494758,5.9618,9.057853,6.925783,5.466223,7.705461,7.038561,6.961098,10.263586,6.565129,12.815548,13.152764,class_1
7.333333,0,1,58,8.435007,8.332212,6.504836,7.091657,5.262088,5.346849,11.011166,9.591958,5.940799,8.699375,6.207814,5.652069,7.606076,6.972663,7.381144,7.833186,6.807612,12.348833,12.760199,class_1
3.5,0,1,62,8.853974,9.260647,5.720185,6.691058,5.037136,5.085842,11.325061,9.339214,5.914224,7.750222,6.102396,5.279358,7.317512,7.535217,7.820967,9.019981,6.448818,12.490831,12.759235,class_1
3.833333,0,1,67,8.851374,9.26055,5.788537,6.881103,5.067635,5.30931,11.271357,9.912645,5.987383,9.029768,6.377839,5.515345,7.572095,7.713297,8.212821,8.366239,6.572453,12.41439,12.807502,class_1
4.666667,0,1,71,8.756047,9.198395,5.673264,6.738259,4.935057,5.177518,11.469424,9.386155,5.772912,7.891624,6.22074,5.202633,7.254772,7.885472,8.240182,9.696486,6.426435,12.371269,12.579869,class_1
3.333333,0,1,61,8.525919,8.610146,5.984879,6.876462,5.110935,5.135265,10.740052,9.031463,5.868742,8.193798,5.971077,5.377063,7.628987,8.474629,9.075886,8.092677,6.514866,12.36375,12.668099,class_1
3.166667,0,1,38,8.947971,9.598041,5.54371,6.791528,5.08277,5.171765,11.276681,10.611488,5.938805,9.012593,6.909676,5.313842,7.424297,7.145905,7.363139,6.882883,6.575083,12.858448,13.134084,class_1
3.583333,0,1,72,9.644146,10.06707,6.283102,7.01846,5.845992,5.826414,11.148593,9.065412,5.873974,8.44698,6.471485,5.652516,7.473225,8.274588,8.564594,9.203846,6.206794,13.511692,13.847263,class_1
4.583333,0,1,43,8.101197,7.657008,5.832049,7.025728,5.078335,5.145146,11.468654,9.482324,6.064224,8.339579,6.091699,5.326801,7.791895,7.240231,7.913373,9.488877,6.452235,12.251244,12.856276,class_1
1.416667,1,1,65,8.178024,8.224795,6.615712,7.016796,5.392427,5.308942,10.764136,9.582593,5.979477,8.7143,6.45846,5.520352,7.375764,6.947688,7.202049,8.945413,6.092124,13.27294,13.51419,class_1
3,0,1,54,10.029007,10.865352,5.402933,6.749335,4.840467,4.994675,11.137848,11.067894,5.879284,10.750514,9.146288,5.340311,7.309204,7.648836,8.256903,9.474727,6.067359,12.22151,12.364245,class_1
0.833333,1,1,79,8.384859,8.365227,6.712916,7.271198,5.358026,5.205378,11.007591,9.078334,5.861092,8.862377,6.78081,5.372275,7.584216,7.405723,7.623584,8.071859,6.172368,12.828077,13.104275,class_1
7.083333,0,1,80,8.430381,8.62848,5.895218,6.750735,5.178936,5.260874,10.811456,11.878762,6.067254,8.950176,7.189173,5.315802,7.225526,7.175058,7.664012,8.045933,6.329729,12.726155,13.084756,class_1
3.916667,1,1,68,8.434473,7.865768,6.305074,6.862449,5.07873,5.065458,11.437957,8.220842,6.333532,7.951156,5.989796,5.176586,7.723614,7.008825,6.955985,9.458821,6.744714,13.108288,13.500307,class_1
4,1,1,64,9.19421,8.79994,5.91687,6.678513,5.198063,5.22985,11.21906,9.61503,6.072662,8.308394,5.865589,5.425653,7.811836,7.120756,7.877328,8.301127,6.531619,11.966158,12.701728,class_1
4.75,0,1,58,8.278033,8.109631,6.02276,6.641915,5.216768,5.227654,11.266523,10.080021,6.29982,8.587509,6.197824,5.220451,7.349725,6.662382,6.762867,8.428485,6.502175,11.825601,12.463997,class_1
3.416667,0,1,57,8.707269,8.64409,5.619107,6.866724,4.99759,5.004921,10.74726,8.543731,6.001633,7.961631,5.528724,5.147211,7.699146,7.19852,8.432145,8.90312,6.378149,11.821167,12.200942,class_1
2.666667,0,1,75,8.548274,7.865974,6.202779,7.028068,5.403417,5.301873,11.749326,9.428961,6.111301,8.32713,6.394982,5.394583,8.021982,6.661954,7.161818,9.158767,6.671892,12.338894,13.052289,class_1
8,0,1,60,8.78015,9.128846,5.807565,7.051525,5.075906,5.150684,10.680601,8.960576,5.914905,8.752185,6.358299,5.649862,8.065852,8.180008,8.670808,7.454102,6.463241,12.567484,13.027816,class_1
8.166667,0,1,41,8.504339,8.859544,6.090953,7.040132,5.455157,5.300477,10.838577,9.801628,5.849106,8.67454,6.443516,5.477539,8.005171,7.63523,7.938024,7.052804,6.446785,13.030317,13.457599,class_1
7.5,0,1,60,8.419113,8.66132,5.834365,6.742632,5.322222,5.214291,10.176428,8.305639,6.085661,8.985422,6.677656,5.303797,7.967873,8.100378,8.223932,8.049838,6.419607,12.681431,12.767284,class_1
0.75,1,1,52,8.644599,9.077745,6.30866,7.219167,5.317696,5.57299,10.866751,7.89291,6.038868,8.280853,6.409542,5.688283,7.85779,7.994575,8.813146,7.330727,6.577034,13.098027,13.510707,class_1
9.166667,0,1,55,9.126084,9.624623,5.855092,7.105869,5.811354,5.581781,11.009313,10.512706,5.977303,8.014807,6.231031,5.441546,7.682378,8.131178,8.519686,8.194461,6.497254,12.97976,13.30161,class_1
0.5,1,1,66,8.802166,8.989868,5.871867,7.120141,5.993992,6.308971,11.469181,7.307631,5.98273,7.917504,6.307564,5.322924,7.729014,8.209158,8.86196,8.5699,6.721289,13.66931,14.133521,class_1
7.916667,1,1,70,8.788638,9.271211,5.653972,6.874893,5.270425,5.226714,10.750682,9.806408,5.783546,8.876253,6.813117,5.433255,7.650686,7.694032,8.382744,7.880007,6.216964,12.835593,13.290509,class_1
0.75,1,1,61,8.90839,9.386362,6.1587,7.151315,5.979159,5.950568,11.502137,7.373143,5.797313,7.861999,5.992623,6.325861,7.713645,6.744051,6.388171,10.880809,5.907589,13.64312,13.895136,class_1
7.25,0,1,60,9.062935,8.994348,6.308359,7.140884,5.744375,5.046524,9.99304,9.066046,5.969383,8.776932,6.610083,5.360356,7.647833,7.698999,8.220035,8.593424,6.34648,12.869472,13.437177,class_1
6.166667,0,1,53,8.531409,8.678004,6.286542,7.182026,5.494783,5.404679,11.117695,8.919045,5.890298,8.900464,6.764091,5.441587,7.629913,7.940147,8.170794,7.756424,6.547575,13.304447,13.717468,class_1
4.916667,0,1,73,8.689845,8.485121,6.479932,7.228344,5.263948,5.354144,10.213966,9.41938,6.020149,8.390465,6.288674,5.442741,7.832945,6.845321,7.059064,6.660187,6.586207,11.667551,12.475089,class_1
4.583333,0,1,38,8.437375,8.805257,6.506113,7.261907,6.213641,6.475456,11.043413,9.90846,6.009819,9.166329,7.347221,5.22953,7.572236,7.236771,6.92172,6.656147,6.206646,13.164489,13.506211,class_1
7.083333,0,1,66,7.982548,8.025631,5.998455,7.061457,5.724219,5.848187,11.702331,7.142386,5.944943,8.607702,6.744009,5.414618,7.694116,7.736853,7.769859,9.175213,6.528877,13.717445,14.150811,class_1
8.083333,0,1,40,8.392808,8.622474,5.934392,7.217632,5.417539,5.750411,10.670171,7.674406,5.982427,8.837641,6.650918,6.390405,8.719448,7.476239,7.140264,8.987697,6.262015,13.677706,13.957055,class_1
7.5,0,1,51,8.437076,9.020683,6.076682,6.871013,5.530104,5.986463,11.166262,9.112933,5.950142,8.668568,6.653155,5.28384,7.335552,7.280837,7.644311,6.433809,5.963422,13.096029,13.404792,class_1
7.083333,0,1,53,9.516846,10.107547,5.708101,6.940005,5.456942,5.390401,10.945178,10.667773,5.907719,8.165494,6.347652,5.45092,7.771177,7.29459,7.333269,6.402285,5.99171,12.839493,13.067422,class_1
5.916667,1,1,56,8.578281,9.193001,6.241843,6.910668,5.527106,5.351304,11.057614,10.305196,5.887602,8.242549,6.196176,5.191257,7.641702,7.46329,7.468518,8.51416,6.077574,12.623966,12.79935,class_1
5.416667,1,1,52,8.975882,9.504379,6.017121,7.09201,5.419664,5.65983,11.128747,9.121552,5.837143,8.964586,6.990871,5.212877,7.602718,7.635738,8.138859,8.548942,6.475829,12.945611,13.274426,class_1
5.25,0,1,46,9.436624,9.952614,6.122182,6.793904,5.698762,5.518427,10.669833,9.732169,5.787659,8.635983,6.742957,5.182492,7.465339,6.615275,6.305417,7.195978,6.589673,12.653175,13.061263,class_1
4.75,1,1,72,8.544596,8.869104,5.530763,6.900077,4.846212,5.043056,10.894696,10.153314,5.889741,9.081327,7.314993,5.136477,7.842657,7.016385,7.333271,7.78349,6.314156,13.102129,13.369778,class_1
4.666667,1,1,68,9.161421,9.280698,5.777457,6.693616,5.008349,5.082461,10.759899,10.712757,5.801225,9.028188,7.12147,5.1851,7.485244,7.20875,7.08521,7.229215,6.376163,12.600375,12.886962,class_1
4.083333,0,1,68,8.537348,8.922625,5.629018,6.622115,4.874359,5.032159,10.956187,9.911881,5.800403,8.660996,7.123979,5.328763,7.640574,7.501769,7.42017,8.335358,7.096581,12.909516,13.131317,class_1
3,0,1,57,8.298806,8.837898,5.966615,6.785352,5.262338,5.352403,10.920711,8.412975,6.160464,9.204539,6.358266,5.484519,8.260664,8.571299,9.24095,6.696183,6.517884,13.075832,13.282523,class_1
3.333333,0,1,56,8.397045,8.830216,6.411099,6.853657,5.627114,5.773879,11.641952,8.3896,5.663555,8.702169,7.012929,5.260247,7.531588,6.717566,6.871098,9.461551,6.452941,13.028936,13.445257,class_1
3.333333,0,1,51,9.801518,10.227459,5.729056,6.965365,4.841316,5.084737,11.027115,10.942846,5.787789,9.850012,8.116943,5.410698,7.828125,7.787175,8.359462,7.398957,6.118036,12.49601,12.679685,class_1
1.916667,1,1,68,8.609213,9.281477,5.830601,6.798396,6.022832,6.165288,11.175623,9.934702,5.813791,8.911741,6.834906,5.503189,7.756299,7.94539,8.337892,7.023662,6.110098,13.525476,13.749556,class_1
2.833333,1,1,62,8.675059,9.000529,5.919211,7.13323,5.148032,5.267413,10.987436,9.370082,5.962018,8.797202,7.422899,5.240953,7.79281,7.621968,7.679091,7.555184,6.521401,13.154571,13.562239,class_1
2.416667,1,1,63,9.355775,9.823309,6.118292,7.138264,5.317478,5.256033,10.332429,8.880208,6.044385,7.814777,6.359633,5.263285,7.938247,7.380747,6.39571,5.976141,6.597164,13.324459,13.627019,class_1
4.416667,0,1,57,8.840862,8.87114,6.20416,6.957033,5.456786,5.162689,10.889187,10.251731,5.932196,8.984731,6.663039,5.425351,8.093456,7.332779,7.256475,6.658115,6.55554,12.764305,13.245298,class_1
5.25,0,1,55,9.100116,9.713287,5.685174,7.082214,5.219871,5.28206,10.947058,10.524347,6.157253,9.004779,6.828534,5.359273,8.000825,7.99324,7.938351,6.278622,6.608077,13.045554,13.23307,class_1
5.166667,0,1,40,8.614801,8.944359,6.697658,7.151744,5.950027,5.537811,11.236822,8.941246,5.931588,8.517094,6.255226,5.53342,7.737626,7.77824,8.086887,6.101455,6.328097,13.165905,13.560813,class_1
0.583333,1,1,75,9.206573,9.070189,6.641254,6.673207,5.726668,6.25192,11.29635,10.021398,5.757896,8.786689,6.555719,5.605329,7.748965,8.302629,8.374957,6.149521,6.563666,13.25668,13.580591,class_1
3.333333,0,1,58,8.88207,9.22941,5.858794,6.969881,5.331199,5.308288,11.403405,9.51413,5.922436,8.717014,6.660321,5.427063,7.638254,8.32277,8.809084,8.380869,6.281861,13.226137,13.539028,class_1
2.083333,1,1,59,9.009228,9.2271,6.122581,7.003351,5.163213,5.035969,11.085686,8.985247,5.772669,8.108591,6.270653,5.360624,7.897083,7.628781,8.044282,7.796365,6.547288,12.449862,12.840396,class_1
2.666667,0,1,70,8.869149,9.361893,6.084367,7.089691,5.345681,5.213378,10.731775,9.997282,5.865567,8.722622,6.755391,5.781099,7.778026,7.728256,7.780549,6.974721,6.158949,12.876311,13.115472,class_1
8.75,0,1,68,8.683817,8.776961,6.217929,7.356417,5.285946,5.228738,10.24059,9.747381,5.959774,8.642554,6.740826,5.496624,7.875156,7.986465,8.408265,8.310056,6.423942,12.402719,12.758533,class_1
8.8,0,1,74,9.411777,9.644182,5.658288,7.620741,5.124343,5.334609,10.495465,9.245219,6.787609,8.204728,7.20827,5.345633,7.880618,8.98206,9.331576,8.043748,6.610999,12.533152,12.858486,class_1
2.1,0,1,74,8.453302,8.450311,5.597348,6.986294,4.967347,5.210922,11.466858,10.998,6.295105,8.029515,6.692967,5.283532,7.576229,7.297371,7.343979,8.169166,6.686129,12.189217,12.658455,class_1
5.4,1,1,74,9.433116,9.405482,5.734471,7.011983,4.818518,5.150696,11.25846,11.022128,6.793716,8.169766,6.902737,5.436738,7.776846,8.08146,7.808842,7.38051,6.847476,12.622665,12.982996,class_1
5.766667,0,1,82,10.396571,10.22386,5.766974,7.040656,4.915204,5.233508,10.909745,9.893282,6.915638,8.302232,6.91904,5.447884,7.776357,8.440596,8.180084,7.331387,6.88524,12.092352,12.514552,class_1
2.825,1,1,59,9.794392,9.743933,5.741089,7.41985,4.903159,5.35698,11.702758,9.881642,6.502415,9.335184,7.968056,5.556652,8.158985,8.046257,8.173332,9.530569,6.697708,12.662539,12.954013,class_1
6.916667,0,1,60,10.571943,10.815465,5.671847,7.003069,4.840803,5.146763,11.516674,11.237421,6.761832,8.082304,6.869717,5.293787,7.611878,7.332374,6.453529,7.254819,6.79749,12.423441,12.792019,class_1
5.766667,0,1,54,8.953829,9.188513,5.788133,6.915544,5.138656,5.471015,10.93886,9.601718,6.445573,9.336556,7.372294,5.515087,7.585359,7.82463,7.999396,8.167273,6.441721,12.19107,12.701806,class_1
2.258333,0,1,63,8.954977,9.198935,5.726031,7.306435,4.891507,5.163832,11.20281,9.712691,6.555574,8.85564,7.219151,5.37967,7.773033,8.163759,8.602285,8.271879,6.541931,11.776768,12.432836,class_1
0.483333,1,1,63,9.234515,9.376077,5.831107,6.973702,5.547965,5.658782,11.530751,11.256426,6.232303,9.671205,7.877534,5.768111,7.578742,6.932517,6.806497,8.646582,6.403096,12.73448,13.005212,class_1
6.083333,0,1,52,8.745768,9.050616,5.985185,7.161494,5.01768,5.236787,10.583752,9.672862,6.270406,8.324374,6.601442,5.319112,7.548833,7.755732,8.219882,7.77152,7.025936,12.422619,12.627578,class_1
2.9,1,1,62,8.459724,8.866202,6.080494,7.261843,5.114395,5.159632,11.01217,9.116301,6.426057,8.193569,6.26065,5.501056,7.813576,8.42632,8.984904,7.948505,6.251119,12.403896,12.658743,class_1
4.066667,1,1,66,8.508611,8.899227,6.278951,7.263532,5.726195,5.628799,11.633684,9.569306,6.137752,7.712744,6.201849,5.259608,7.590495,8.18775,8.855392,8.439328,6.483293,12.896236,13.181962,class_1
5.55,0,1,61,8.873761,9.060874,6.731973,7.17437,5.61121,5.505407,11.341613,9.688345,6.162702,8.561721,6.799422,5.322042,7.731464,6.943353,6.959915,8.075381,6.396579,12.960927,13.268122,class_1
0.841667,1,1,68,10.497922,11.238477,6.452444,7.134043,5.684092,5.468085,11.806013,9.715445,6.477977,9.798339,8.219269,5.179876,7.981823,6.875912,6.2881,6.683419,6.422821,13.199096,13.549487,class_1
0.725,1,1,48,9.30991,9.619754,6.213636,7.064898,5.715419,6.137532,11.098635,10.50373,6.2245,8.313886,6.891312,5.396974,7.472442,7.350489,7.525515,9.507167,6.322687,13.119193,13.453401,class_1
5.1,1,1,75,9.066178,9.187006,5.914518,6.914102,5.170068,5.276195,11.091815,10.119187,5.977315,9.029721,7.038937,5.332775,7.313659,7.650237,8.182447,7.988761,6.297466,12.897866,13.290734,class_1
11.016667,0,1,50,9.445041,9.744224,7.019432,7.415908,6.604232,6.446915,11.403819,9.874797,6.023669,7.791076,6.095332,7.746151,7.652694,8.288142,8.86373,9.924853,6.408305,13.033416,13.306212,class_1
10.733333,1,1,75,8.687494,9.069834,5.827409,6.858123,4.966671,5.015998,11.033481,9.805,6.133256,7.827717,6.197548,5.304583,7.564854,6.754577,6.673935,6.616872,6.783632,12.853624,13.032486,class_1
3.65,1,1,72,8.891756,9.15355,5.999679,6.791584,5.027479,5.05127,10.556896,9.825326,5.860864,8.526796,6.356547,5.254721,7.266466,7.337986,7.704252,8.189735,6.864351,11.823318,12.12781,class_1
0.491667,1,1,72,10.281007,10.925112,6.063271,6.818986,5.6342,5.796749,11.271634,10.815099,6.204337,9.252537,7.248489,5.345883,7.588484,7.37569,7.623986,9.448345,6.185487,13.19833,13.523415,class_1
2.466667,1,1,74,9.398246,10.047536,5.817226,6.643741,5.138087,5.310296,11.471944,10.783322,5.878704,8.692769,6.775361,5.260047,7.257571,7.487842,7.994714,9.068693,6.291244,12.841351,13.112284,class_1
0.333333,1,1,45,8.845585,9.060616,6.308476,7.018199,5.970174,5.900269,11.390978,6.805273,5.851656,7.335685,6.057511,5.328792,7.127088,6.893818,7.427297,9.847294,6.381675,12.567152,12.915617,class_1
1.4,1,1,78,8.687276,8.84247,6.474465,6.86385,5.664023,5.630098,11.257847,9.194157,5.784348,8.005915,5.994193,5.341126,7.130776,8.887417,9.81861,8.995821,6.250177,12.997651,13.415733,class_1
1.716667,1,1,63,8.92948,9.311241,6.607182,7.050644,6.902222,6.908081,11.48554,9.780353,5.689148,7.974926,6.134315,5.895334,7.343813,7.14426,7.57287,9.266318,6.325869,13.216758,13.642925,class_1
4.341667,0,1,69,8.998917,9.206098,5.87488,6.644975,5.130314,5.132309,11.175907,9.442801,5.88931,7.905969,5.915901,5.04505,7.381594,7.970161,8.438269,9.74295,6.302791,11.869135,12.200363,class_1
1.466667,1,1,58,8.770159,9.011763,6.387126,6.862888,5.662603,5.846285,11.545259,10.084047,5.769048,8.068729,5.999509,5.030521,6.985723,7.52855,8.377315,9.519959,6.259608,12.921334,13.254359,class_1
7.233333,0,1,62,8.449151,8.814587,5.795955,6.719324,5.182464,5.129703,11.538925,10.972969,6.004005,9.851684,8.315366,5.242138,7.290543,7.595086,7.798484,9.530673,6.319191,12.904471,13.156491,class_1
9.8,0,1,73,8.901437,9.261586,6.319924,6.817957,6.06767,6.205735,11.374362,10.486347,5.818872,8.736948,6.710274,6.001819,7.211096,7.52282,8.314413,8.951585,6.289903,12.989686,13.334341,class_1
9.65,1,1,52,8.741523,9.100879,5.904313,6.486131,5.288935,5.53014,11.20154,10.071094,5.704907,8.874727,7.010621,5.447982,7.083317,6.799403,6.868467,8.69515,6.506323,12.940263,13.247108,class_1
12.775,0,1,65,8.884803,9.292337,6.259677,6.923373,5.663853,5.500476,11.303387,10.75669,5.968161,7.667365,6.019094,6.424222,7.512336,7.554389,7.895845,10.840865,6.141961,12.708859,13.00012,class_1
12.825,0,1,59,10.134097,10.444286,6.12507,6.866863,5.798016,5.618977,11.388278,10.645994,5.93365,8.529964,6.024012,5.685121,7.29202,7.471425,8.247409,9.086415,6.208843,12.150732,12.611712,class_1
13.55,0,1,62,9.260951,9.748028,5.620135,6.364703,4.929098,4.989856,10.252388,11.242441,6.05921,8.325683,6.360237,5.145408,7.203974,7.123156,7.650725,9.182776,6.84929,11.750648,12.197974,class_1
11.041667,1,1,54,8.427422,8.598727,6.286562,6.801229,5.752139,5.917302,11.091805,10.997482,6.004759,8.1144,5.851778,5.348821,7.472927,7.779045,8.570321,8.6993,6.280934,12.794389,13.151706,class_1
10.9,0,1,57,8.923383,9.402289,6.414126,6.825507,5.969285,6.030178,11.526566,9.660237,6.50603,7.672597,5.936842,6.082631,7.370236,7.23365,7.839983,9.869289,6.478153,12.921676,13.110191,class_1
13.3,0,1,59,8.691027,9.017085,5.85744,6.618133,5.238794,5.247657,11.165061,9.61945,6.116479,7.99257,6.072776,5.172866,7.413753,7.540346,8.514623,8.463693,6.288822,12.849799,13.133068,class_1
13.141667,0,1,48,8.635775,8.927309,6.6113,7.049473,5.83005,5.964054,10.609649,8.967857,6.20103,8.545868,6.509117,5.224982,7.249881,7.890383,8.484128,8.929347,6.216624,13.130233,13.399836,class_1
6.358333,0,1,44,8.515035,8.886221,6.228348,6.673083,5.596992,5.394365,11.151793,10.803164,5.896973,8.200307,5.97153,5.352014,7.362015,7.570505,8.378724,8.959556,6.372702,12.751716,12.959994,class_1
8.825,0,1,40,9.80386,10.329608,6.106715,6.601445,5.699033,5.528673,11.296102,9.982731,5.820777,8.544315,6.295246,5.177595,7.060433,7.205661,7.708452,8.380565,5.997141,12.731569,12.95654,class_1
6.858333,0,1,62,9.471167,10.028277,5.655808,6.641733,5.151219,5.235315,11.357806,11.352906,5.806364,7.86971,5.858058,5.206621,7.103186,6.831634,7.110586,7.919473,6.149524,12.65586,12.851329,class_1
7.916667,0,1,53,9.190066,9.602552,7.225396,7.081481,6.366825,6.258235,11.335594,10.342246,6.167795,7.936259,6.371052,5.303057,7.3798,7.136995,7.716266,6.253871,6.200281,13.024708,13.188443,class_1
5.358333,0,1,63,8.713971,8.859768,6.548682,6.74969,5.513948,5.715537,11.419111,9.934412,6.108537,8.224232,6.049183,5.186176,7.394094,8.12622,9.3246,7.749096,6.423094,12.196697,12.670665,class_1
1.741667,1,1,85,9.699976,10.005138,5.838698,6.746705,5.24856,5.194358,11.592264,10.560468,5.988592,7.533266,6.048186,5.136447,7.106904,7.056126,7.623077,7.399509,6.341924,12.163052,12.697109,class_1
1.858333,1,1,60,9.345397,9.808998,6.265902,6.993883,5.970356,5.931683,11.184621,9.98641,5.78272,9.650929,7.806049,5.316706,7.281218,6.737647,6.926985,10.037824,6.233356,13.270756,13.635329,class_1
1.891667,1,1,52,9.066435,9.492556,6.608964,7.028482,5.772624,5.839,11.205725,11.027507,6.310834,8.250193,6.433529,5.128685,7.329559,7.000665,7.660275,6.476159,6.195041,12.804103,13.122423,class_1
2.741667,0,1,81,8.85333,9.041231,5.731694,6.36868,5.787565,5.518064,11.226976,10.510202,5.937882,7.981578,5.878777,5.170278,7.024258,6.406049,6.743116,7.96665,6.765387,12.742463,13.173902,class_1
