@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute value_35 numeric
@attribute value_36 numeric
@attribute value_37 numeric
@attribute value_38 numeric
@attribute class {class_0,class_1}

@data
148,257,52,47202,1,1,2,1,1,3,2,1,2,1,0,0,2,1,2,1,50,43,12,14.02,68,0.75,56,7.4,1800,53.2,39.4,0,0.5,3,1.3,40,4,109.67,2,class_1
147,43,52,47202,1,1,2,1,1,3,2,1,0,1,3,3,2,1,2,1,67.5,45,3,15.5,80,0.5,34,16.3,1683,43.5,40.2,6,0,2.5,1,40,4,109.67,2,class_1
150,367,5,37163,1,1,2,1,1,1,0,1,0,1,2,4,2,3,0,1,55,37,8,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,4,109.67,2,class_1
141,40,47,37354,1,1,2,1,1,3,0,1,0,1,2,4,2,3,2,2,42.5,41,3,14,80,0.625,20,7.4,1750,53.2,39.4,0,0,2.1,0.9,35,4,96.97,2,class_1
147,89,52,47202,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,1,52.5,45,3,15.3,72,0.75,27,12.4,1600,51.5,36.1,0,0,2.5,1,40,4,109.67,2,class_1
147,84,52,47202,1,1,2,1,1,1,2,1,0,1,1,1,10,1,2,1,35,45,3,15.2,63,1,25,0,1500,59.5,40.5,0,0,2.3,0.9,40,4,109.67,2,class_1
147,93,52,47202,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,1,52.5,45,6,16,68,0.75,34,0,1600,58.8,41.2,4,0,2.3,0.8,40,4,109.67,2,class_1
152,93,52,47202,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,1,52.5,37,6,14,73,0.75,24,9.6,1600,53.2,37.2,0,0,2.3,1,40,4,109.67,2,class_1
149,202,52,47202,2,1,2,1,1,3,2,1,0,1,1,1,9,1,2,1,52.5,43,8,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,4,109.67,2,class_1
153,309,47,37355,1,1,2,1,1,3,0,1,0,1,2,7,9,3,3,1,40,44,3,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,4,103.22,2,class_1
152,89,52,47202,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,1,52.5,37,3,15,66,0.75,30,13.3,1600,55.6,42.2,0,0,2.4,0.8,40,4,100,2,class_1
155,70,47,37355,1,1,2,1,1,3,0,1,0,1,2,6,2,3,2,1,40,43,13,16.5,72,0.625,20,9.1,2000,56.8,34.1,4,0,2.5,0.5,35,4,103.22,2,class_1
155,97,47,37355,1,1,2,1,1,3,0,1,0,1,2,6,9,3,2,1,40,43,13,16.1,70,0.625,20,11.1,2000,55.6,33.3,4,0,1.8,0.9,35,4,103.22,2,class_1
156,345,58,35753,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,40,43,8,16,80,0.5625,30,5.6,1900,55.6,38.9,0,0,2.2,1.3,30,4,103.22,2,class_1
158,109,43,38051,1,1,2,1,1,3,0,1,0,1,3,3,2,3,2,1,60,49,12,14.9,77,0.75,27,0,1650,58.8,41.2,0,0,2.5,0.7,33,4,103.33,2,class_1
157,307,64,25513,2,1,2,1,1,3,2,1,0,1,2,4,2,3,0,2,45,45,0,15.1,75,0.625,20,15,1750,50,35,0,0,1.6,0.9,34,4,103.22,2,class_1
158,112,43,38051,1,1,2,1,1,3,0,1,0,1,3,3,9,3,2,1,55,49,3,15.6,74,0.75,24,0,1650,58.8,41.2,0,0,2.5,1.7,33,4,103.33,2,class_1
159,352,47,37355,1,1,2,1,1,1,0,1,0,1,2,7,2,3,2,2,40,49,6,15.3,74,1,34,0,2000,62.5,37.5,0,0,2.2,1,35,4,100,2,class_1
159,332,47,37355,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,2,40,49,6,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,4,100,2,class_1
162,286,7,35534,2,1,2,1,1,3,2,1,0,0,2,6,2,3,2,1,42,44,10,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,4,110,2,class_1
162,414,7,35534,2,1,2,1,1,3,2,1,0,0,2,6,9,3,2,1,45,44,10,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,4,110,2,class_1
165,290,58,35754,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,50,43,10,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,4,103.125,2,class_1
165,351,58,35754,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,47,43,8,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,4,103.125,2,class_1
161,364,21,37572,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,2,35,48,6,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,4,103.22,2,class_1
161,386,21,37572,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,2,35,48,6,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,4,103.22,2,class_1
163,212,62,35814,1,1,2,1,1,3,0,1,0,1,2,6,2,2,0,2,35,43,6,14,75,1.25,20,7.6,1700,54.3,38,0,0,2.5,2,33,4,106.66,2,class_1
163,1,62,35814,1,1,2,1,1,3,0,1,0,1,2,6,9,2,0,2,37.5,43,6,14,80,1.25,20,6.25,1200,52.1,41.7,0,0,3,1.5,33,4,106.66,2,class_1
166,44,10,37822,1,1,2,1,1,3,0,1,0,1,1,1,1,1,2,1,40,44,3,15,68,0.75,30,0,1750,58.8,41.2,0,0,2.7,0.7,35,4,103.125,2,class_1
166,241,10,37822,1,1,2,1,1,3,0,1,0,1,1,1,5,1,2,1,40,44,6,15.5,68,0.75,34,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,4,103.125,2,class_1
183,312,63,35982,1,1,1,1,1,1,0,1,0,0,2,5,2,3,0,1,47,67,15,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,4,103.125,2,class_1
183,367,63,35872,1,1,1,1,1,1,0,1,0,1,2,5,9,3,0,1,47,67,12,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,4,103.125,2,class_1
179,196,52,47203,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,1,50,52,10,17,69,0.75,30,0,1700,58.8,41.2,0,0,2.2,0.9,40,4,106.66,2,class_1
180,263,52,47203,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,1,50,55,6,13.34,74,0.625,30,4.8,1635,59.5,35.7,1,0,3,2,40,4,100,2,class_1
180,203,52,47203,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,50,55,6,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,4,100,2,class_1
179,26,52,47203,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,1,50,52,8,15.6,71,0.75,28,20.6,1700,46.7,32.7,0,0,2.5,0.6,40,4,106.66,2,class_1
173,268,52,47203,2,1,2,1,1,3,2,1,0,1,0,0,2,1,2,1,50,50,3,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,4,106.45,2,class_1
173,51,52,47203,2,1,2,1,1,3,2,1,0,1,0,0,7,1,2,1,50,50,3,15.5,74,0.75,58,4.8,1420,59.5,35.7,3,0,3,1,40,4,106.45,2,class_1
174,420,63,35871,1,1,1,1,1,1,0,1,0,1,2,5,9,3,0,2,35,56,6,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,4,103.125,2,class_1
174,319,63,35871,1,1,1,1,1,1,0,1,0,1,2,5,2,3,0,2,35,56,3,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,4,100,2,class_1
170,321,5,37169,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,2,40,50,3,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,4,103.125,2,class_1
170,302,5,47169,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,2,40,50,6,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,4,103.125,2,class_1
168,41,47,32360,1,1,2,1,1,3,0,1,0,1,2,6,2,3,2,1,50,59,6,14.2,80,1,20,5.6,1200,55.6,38.9,0,0,2,2.5,33,4,106.45,2,class_1
168,37,47,32360,1,1,2,1,1,3,0,1,0,1,2,6,9,3,2,2,37.5,59,6,16,75,0.75,20,4.3,1565,54.3,41.3,0,0,2.5,1.5,33,4,106.45,2,class_1
167,96,10,37822,1,1,2,1,1,3,0,1,0,1,3,3,9,1,2,2,40,54,3,15.8,76,0.5,38,5.6,1736,55.6,38.9,0,0,2.5,1.5,35,4,103.125,2,class_1
167,85,10,37822,1,1,2,1,1,3,1,1,0,1,3,3,2,1,2,2,40,54,3,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,4,103.125,2,class_1
173,299,34,37994,2,1,2,1,1,3,2,1,0,0,2,4,2,3,2,2,55,45,8,15.5,79,0.625,20,16.7,1850,54.3,34.3,4,0,2.5,1,34,4,100,2,class_1
190,289,26,35460,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,45,54,12,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2,0,2.5,1.3,30,4,106.45,2,class_1
189,407,47,37365,1,1,2,1,1,3,0,1,0,1,2,7,2,3,3,1,47.5,68,15,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,4,106.45,2,class_1
189,350,47,37365,1,1,2,1,1,3,0,1,0,1,2,7,9,3,3,1,47.5,68,13,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,4,106.45,2,class_1
190,287,26,35460,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,45,54,14,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2,0,2.5,1.8,30,4,106.45,2,class_1
188,31,47,37365,1,1,2,1,1,3,0,1,0,0,2,6,2,3,0,2,37.5,70,12,14.9,64,0.75,28,3.4,1500,57.5,39.1,0,0,2.5,1,40,4,106.89,2,class_1
188,38,47,37365,1,1,2,1,1,3,0,1,0,1,2,6,9,3,0,2,37.5,70,15,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,4,106.66,2,class_1
186,365,68,37338,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,2,47.5,60,15,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,4,110,2,class_1
184,305,58,37758,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,40,62,10,16,84,0.9375,28,0,2200,58.8,41.2,4,0,2.5,0.6,30,4,106.45,2,class_1
184,339,58,35758,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,1,40,62,8,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,4,106.45,2,class_1
175,121,26,35458,1,1,2,1,1,1,0,1,0,1,3,3,9,3,0,1,40,64,3,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,4,103.125,2,class_1
175,127,26,35458,1,1,2,1,1,1,0,1,0,1,3,3,2,3,0,1,40,64,6,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,4,106.66,2,class_1
186,361,68,37338,1,1,2,1,1,1,0,1,0,0,2,5,9,3,0,2,50,60,15,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,4,110,2,class_1
184,180,39,37915,1,1,2,1,1,1,0,1,0,1,3,2,2,3,2,1,50,62,15,15.4,98,0.75,25,10.6,1750,48.1,41.3,0,0,2.8,1.3,33,4,110,2,class_1
184,183,39,37915,1,1,2,1,1,1,0,1,0,1,3,2,9,3,0,2,50,62,15,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,4,110,2,class_1
193,103,68,37501,1,1,2,1,1,1,0,1,0,1,3,3,2,3,0,1,45,56,10,16.02,84,0.25,30,5.3,2244,52.6,42.1,5,0,3,0.8,30,4,110,2,class_1
193,124,68,37501,1,1,2,1,1,1,0,1,0,1,3,3,9,3,2,2,32.5,56,14,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0,0,1.8,0.5,30,4,106.45,2,class_1
194,364,5,37177,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,1,40,56,10,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,4,103.22,2,class_1
194,415,68,37177,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,30,56,9,17,72,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,4,103.22,2,class_1
195,137,68,37501,1,1,2,1,1,1,0,1,0,1,3,2,2,3,0,1,30,69,10,16,98,0.75,35,0,2050,62.5,37.5,0,0,2.75,1,33,4,100,2,class_1
195,306,58,35759,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,1,45,69,8,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,4,103.22,2,class_1
195,404,58,37579,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,1,45,69,8,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,4,103.22,2,class_1
195,135,68,37501,1,1,2,1,1,1,0,1,0,0,3,2,9,3,0,1,32.5,69,3,15.5,94,0.75,30,0.5,2050,52.6,42.1,0,0,2.5,1,33,4,100,2,class_1
203,357,68,37505,1,1,2,1,1,1,0,1,0,0,2,5,9,3,0,1,40,64,6,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,4,106.45,2,class_1
203,398,68,37505,1,1,2,1,1,1,0,1,0,0,2,5,2,3,0,1,40,64,3,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,4,106.45,2,class_1
2,213,62,34545,1,1,2,1,1,1,0,1,0,0,2,6,2,2,0,1,40,41,6,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,1,96.9,2,class_1
4,184,68,36053,1,1,2,1,1,1,0,1,0,1,3,2,9,3,0,1,45,42,6,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,2,100,2,class_1
4,176,68,36053,1,1,2,1,1,1,0,1,0,1,3,2,2,3,0,1,45,42,6,16,84,0.625,28,0,2220,54.3,45.7,0,0,2.5,1,30,2,100,2,class_1
18,73,53,36859,2,1,2,1,1,3,2,1,0,1,0,0,7,1,2,2,55,54,8,15,70,0.625,60,3.4,1600,56.8,39.8,0,0,1,0.4,45,4,103.3,2,class_1
18,86,53,36859,2,1,2,1,1,3,1,1,0,0,0,0,2,1,2,2,57.5,54,8,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,4,103.3,2,class_1
8,208,52,47103,1,1,2,1,1,1,0,1,0,1,1,1,9,1,2,1,40,54,6,15.59,89,1,25,1.2,1700,58.1,40.7,0,0,2.5,0.6,40,1,103.3,2,class_1
1,117,26,34683,1,1,2,1,1,1,0,1,0,1,3,2,2,3,2,1,40,38,10,16,92,0.625,25,1.1,1900,53.8,45.2,0,0,2.5,1,30,1,100,2,class_1
18,235,62,34546,1,1,2,1,1,1,0,1,0,1,3,3,9,2,0,2,37.5,54,10,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,4,103.3,2,class_1
18,222,62,34546,1,1,2,1,1,1,0,1,0,1,3,3,2,2,0,2,52.5,54,8,14.6,82,0.75,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,4,100,2,class_1
13,366,68,36054,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,1,45,55,10,15,75,0.75,25,0,2300,59.8,40.2,0,0,2,2.3,30,1,96.6,2,class_1
6,217,62,34545,1,1,2,1,1,3,0,1,0,0,2,6,9,3,0,1,40,48,10,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,1,100,2,class_1
6,210,62,34545,1,1,2,1,1,3,0,1,0,0,2,6,2,3,0,1,40,48,12,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,1,103.2,2,class_1
8,192,52,47103,2,1,2,1,1,3,2,1,0,1,1,1,1,1,2,1,55,54,6,13.23,79,1,30,18.9,1700,47.2,34,0,0,2,0.6,40,1,100,2,class_1
8,269,52,47103,1,1,2,1,1,1,0,1,0,1,1,1,10,1,2,1,40,54,8,14.42,87,1,30,4.5,1700,56.2,39.3,0,0,2.5,1,40,1,96.8,2,class_1
8,270,52,47103,2,1,2,1,1,3,2,1,0,1,0,0,2,1,2,1,72.5,54,3,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,1,100,2,class_1
8,201,52,47103,2,1,2,1,1,3,2,1,0,1,1,1,5,1,2,1,47.5,54,3,16.08,69,1,30,3.3,1700,55.5,41.1,0,0,2.5,0.9,40,0,103.3,2,class_1
13,392,63,34752,1,1,1,1,1,1,0,2,0,1,2,5,9,3,0,1,50,48,12,15.8,70,0.5625,30,0,1900,58.8,41.2,5,0,2.5,1.2,30,1,100,2,class_1
13,379,63,34752,1,1,1,1,1,1,0,1,0,1,2,5,2,3,2,1,50,48,6,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,1,100,2,class_1
8,204,41,36928,1,1,2,1,1,1,0,1,0,1,3,2,9,1,0,1,40,54,6,15,80,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,1,100,2,class_1
8,191,41,36928,1,1,2,1,1,1,0,1,0,1,3,2,2,1,0,1,40,54,10,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,1,100,2,class_1
18,298,64,25424,2,1,2,1,1,3,2,1,0,0,2,4,7,3,2,2,40,54,12,14.1,80,1,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,4,103.3,2,class_1
19,55,42,36649,1,1,2,1,1,1,0,1,0,1,1,1,6,1,3,2,47.5,62,12,15,84,0.75,34,5.6,2500,56.2,38.2,0,0,2.5,1,35,4,96.7,2,class_1
19,101,42,36649,1,1,2,1,1,1,0,1,0,1,1,1,1,1,3,2,47.5,62,8,15,80,0.75,30,5.6,2200,56.2,38.2,0,0,2.5,1,35,4,96.9,2,class_1
23,223,62,34547,1,1,2,1,1,1,0,1,0,1,3,2,9,2,0,1,30,58,16,15.9,81,0.625,30,0,2150,62.5,37.5,10,0,2.5,1,30,2,90,2,class_1
23,229,62,34547,1,1,2,1,1,1,0,1,0,1,3,2,2,2,0,1,30,58,12,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,2,90,2,class_1
21,371,68,36894,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,30,51,10,16,70,0.8125,20,0,2250,58.8,41.2,0,0,1.5,0.6,30,2,103.3,2,class_1
21,369,68,36894,1,1,2,1,1,1,0,2,0,1,2,5,9,3,0,1,30,51,12,16,76,0.875,25,19.1,2250,42.7,38.2,3,0,1.2,0.5,30,2,103.3,2,class_1
23,418,68,36057,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,1,30,58,17,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,2,100,2,class_1
23,423,68,36057,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,1,30,58,17,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,2,100,2,class_1
18,110,18,36024,2,1,2,1,1,1,2,1,0,0,3,2,9,3,0,1,52.5,54,16,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,2,100,2,class_1
18,106,18,36024,2,1,2,1,1,1,2,1,0,0,3,2,2,3,0,1,55.5,54,6,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,2,100,2,class_1
18,393,64,25424,2,1,2,1,1,3,2,1,2,1,2,4,2,3,2,1,40,54,11,14.6,85,0.75,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,4,103.22,2,class_1
22,19,24,34397,2,1,2,1,1,3,2,1,0,1,1,1,1,1,1,1,50,53,10,16,65,0.75,30,15.8,1300,49.5,34.7,0,0,2.5,1,28,2,93.5,2,class_1
22,100,24,34397,2,1,2,1,1,3,2,1,0,1,1,1,6,1,1,1,50,53,10,16.5,90,0.75,20,11.3,1300,51.5,37.1,0,0,2.5,0.7,28,2,100,2,class_1
27,50,15,38025,2,1,2,1,1,3,2,1,0,0,3,2,9,1,2,1,57.5,55,12,14,86,0.75,30,13,1700,50,37,0,0,2.9,0.9,34,2,100,2,class_1
27,246,15,38025,2,1,2,1,1,3,2,1,0,0,3,2,2,1,2,1,55,55,10,13,86,0.75,28,13.7,1700,49,37.3,0,0,3,0.8,34,2,100,2,class_1
20,63,13,36874,2,1,2,1,1,1,0,1,0,1,3,2,9,1,0,2,50,60,14,15.5,80,0.75,30,13,1750,54.3,32.6,0,0,2.75,1,33,4,103.23,2,class_1
20,54,13,37874,2,1,2,1,1,1,0,1,0,1,3,2,2,1,0,1,40,60,3,15,78,0.625,34,15,1750,50,35,0,0,2.5,1,33,4,103.22,2,class_1
28,289,68,36058,1,1,2,1,1,1,0,1,0,0,2,5,6,3,0,2,50,58,10,16,80,0.875,24,0,2200,58.8,41.2,0,0,1.2,0.6,30,5,93.75,2,class_1
28,336,68,36058,1,1,2,1,1,1,0,1,0,0,2,5,2,3,0,2,50,58,12,15.5,75,0.8125,24,0,2200,58.8,41.2,0,0,1.5,0.6,30,5,100,2,class_1
32,297,5,34583,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,2,40,47,3,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,4,96.9,2,class_1
31,303,64,25428,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,2,45,47,3,14,80,0.75,20,18,1800,45,37,0,0,2.5,0.8,40,4,96.9,2,class_1
35,18,52,47104,2,1,2,1,1,3,2,1,0,1,0,0,2,1,2,1,40,56,10,16.5,80,0.75,45,20.3,1400,44.2,35.5,0,0,3,0.6,40,2,100,2,class_1
35,195,52,47104,2,1,2,1,1,3,2,1,0,1,0,0,7,1,2,2,30,56,16,16,70,1,60,21.8,1400,45.4,32.8,0,0,3,0.9,40,4,96.8,2,class_1
35,252,50,36784,2,1,2,1,1,3,2,1,2,1,3,2,9,1,2,1,37.5,56,10,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,2,100,2,class_1
35,200,52,47104,2,1,2,1,1,3,2,1,2,1,1,1,5,1,2,2,50,56,12,14.6,74,0.75,30,7.5,1400,53.8,38.7,0,4,2.4,0.8,40,4,96.8,2,class_1
35,80,52,47104,2,1,2,1,1,3,2,1,2,1,1,1,1,1,2,2,57.5,56,18,13.8,73,0.75,30,4.4,1400,52.7,42.9,0,0,2,0.5,40,4,96.8,2,class_1
35,350,39,34714,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,2,30,56,3,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,4,96.8,2,class_1
35,324,39,34714,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,40,56,12,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,2,100,2,class_1
35,17,52,47104,2,1,2,1,1,1,0,1,0,1,1,1,10,1,2,2,55,56,15,15,87,0.75,20,0,1250,62.5,37.5,0,0,2.5,1,40,4,96.8,2,class_1
35,256,52,47104,2,1,2,1,1,1,0,1,0,1,1,1,9,1,2,2,55,56,15,15,93,0.75,32,0,1250,62.5,37.5,0,0,2.5,1,40,4,96.8,2,class_1
40,63,57,36644,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,60,53,10,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,2,105.2,2,class_1
39,65,57,36644,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,1,57.5,53,14,14.5,70,0.625,58,20.2,1600,42,37.8,3,0,3,1,40,2,105.2,2,class_1
38,66,65,35683,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,2,62.5,61,10,14,85,0.75,50,3.5,1660,56.8,39.7,2,0,3,1,32,4,93.75,2,class_1
38,68,65,35683,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,65,61,14,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,0,3,1,32,2,105.2,2,class_1
38,323,27,34685,1,1,2,1,1,1,0,1,0,1,2,7,2,3,0,2,50,61,8,14.2,88,1,29,0,2350,52.6,47.4,5,0,2.5,1.1,30,4,93.75,2,class_1
38,384,27,34685,1,1,2,1,1,1,0,1,0,1,2,7,10,3,0,1,50,61,12,13,72,1,41,0,2350,58.8,41.2,0,0,2,1,30,2,105.2,2,class_1
38,353,58,34894,1,1,2,1,1,1,0,1,0,0,2,4,2,3,0,1,45,61,15,14,78,0.75,20,25.6,2100,42.7,31.7,0,0,2.5,0.8,30,2,105.2,2,class_1
38,328,58,34894,1,1,2,1,1,1,0,1,0,1,2,4,7,3,0,1,50,61,12,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,0,2.5,0.8,30,2,105.2,2,class_1
25,218,62,34547,1,1,2,1,1,1,0,1,0,1,2,6,2,2,0,1,32.5,54,8,15.5,78,1,25,0,1900,58.8,41.2,10,0,2.5,0.5,30,2,93.3,2,class_1
25,211,62,34547,1,1,2,1,1,1,0,1,0,1,2,6,9,2,0,1,32.5,54,18,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,2,103.2,2,class_1
37,385,68,36066,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,2,40,54,3,15,72,0.75,35,0,2500,58.5,41.5,0,0,2.1,1.1,30,4,100,2,class_1
37,411,68,36066,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,2,40,54,14,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,4,100,2,class_1
36,374,68,36066,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,45,54,3,15,80,0.8125,20,0,2000,58.8,41.2,0,0,1.5,0.6,33,2,111.1,2,class_1
41,304,58,34896,1,1,2,1,1,1,0,1,0,1,2,7,2,3,2,1,40,54,15,15.2,88,0.875,25,5.9,2300,49.5,44.6,8,0,2.5,1,33,2,111.1,2,class_1
41,335,58,34896,1,1,2,1,1,1,0,1,0,1,2,7,9,3,2,1,40,54,12,14.7,90,0.875,33,0,2300,52.6,47.4,4,0,3,1.1,33,2,111.1,2,class_1
41,48,24,23050,2,1,2,1,1,3,2,1,0,1,3,3,2,1,2,1,57.5,54,14,16.2,79,0.5,23,19,1500,47.6,33.4,5,0,3,1,32,2,93.3,2,class_1
40,98,57,36644,2,1,2,1,1,3,2,1,0,0,0,0,2,1,2,1,60,53,12,16.5,88,0.75,55,22.1,1550,41,36.9,0,0,3,0.8,40,2,105.1,2,class_1
41,78,24,23050,2,1,2,1,1,3,2,1,0,1,3,3,9,1,2,1,55,54,10,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,0,3,0.5,32,2,93.3,2,class_1
