@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute class {class_0,class_1,class_2}

@data
99,12,623,2335,182,486,41,7,0,86,58,91,0.208,0.228,0.232,0.907,0,class_1
1301,11,1212,4456,464,1278,153,58,24,487,191,304,0.287,0.318,0.363,0.993,2,class_1
190,10,928,3648,728,1134,162,71,65,617,359,211,0.311,0.376,0.448,0.935,3,class_1
374,10,932,3601,539,1014,142,58,17,374,236,14,0.282,0.337,0.367,0.93,3,class_1
1246,11,1320,4992,698,1507,292,47,88,581,480,122,0.302,0.366,0.432,0.989,3,class_1
789,14,1393,4260,698,1262,216,74,46,458,464,378,0.296,0.368,0.414,0.985,3,class_1
151,10,1020,3777,560,1047,169,8,218,685,369,512,0.277,0.344,0.499,0.946,6,class_1
756,12,1123,4784,788,1230,172,90,31,564,120,498,0.257,0.277,0.35,0.922,3,class_1
1322,18,2028,7298,873,1993,284,40,325,1163,620,1313,0.273,0.335,0.457,0.972,3,class_1
458,10,653,1994,202,494,64,11,47,235,151,147,0.248,0.304,0.362,0.988,0,class_1
428,14,1605,5363,619,1471,218,50,167,762,373,786,0.274,0.325,0.427,0.993,0,class_1
459,16,1895,6488,864,1774,245,35,382,1119,782,1460,0.273,0.355,0.499,0.975,3,class_1
38,11,891,2626,268,682,139,23,43,293,275,287,0.26,0.332,0.379,0.965,6,class_1
1144,11,1112,3791,422,991,183,31,80,454,318,675,0.261,0.322,0.389,0.944,6,class_1
382,14,1796,7112,1426,2044,248,121,40,726,1004,210,0.287,0.385,0.373,0.915,3,class_1
545,12,1354,4441,545,1084,214,22,70,448,539,640,0.244,0.33,0.349,0.983,4,class_1
987,13,1586,5558,948,1474,146,50,9,318,1003,312,0.265,0.381,0.314,0.956,4,class_1
812,12,1161,3906,421,991,128,84,29,394,346,269,0.254,0.316,0.352,0.963,4,class_1
1072,14,1061,3442,311,813,118,13,82,381,271,565,0.236,0.294,0.35,0.99,0,class_1
1131,12,1483,5235,745,1429,223,23,39,370,555,382,0.273,0.369,0.347,0.976,4,class_1
257,10,515,1391,162,360,81,12,32,193,176,261,0.259,0.345,0.403,0.965,3,class_1
1259,12,952,1655,196,410,63,7,22,186,234,140,0.248,0.341,0.334,0.995,2,class_1
283,10,743,1647,149,455,103,11,14,216,107,180,0.276,0.321,0.378,0.977,3,class_1
35,13,1010,3871,552,934,141,45,5,396,309,378,0.241,0.299,0.305,0.881,5,class_1
225,10,989,3679,555,981,144,46,16,488,286,42,0.267,0.329,0.344,0.921,6,class_1
460,10,1119,4219,501,1056,158,62,13,455,190,414,0.25,0.289,0.326,0.986,2,class_1
969,11,857,2694,309,724,133,17,81,411,214,402,0.269,0.326,0.421,0.993,2,class_1
477,13,490,1344,160,327,64,12,5,153,201,100,0.243,0.347,0.32,0.978,0,class_1
757,13,1332,4981,873,1772,307,168,54,785,519,158,0.356,0.423,0.517,0.962,3,class_1
1073,10,955,3203,412,835,115,44,103,415,281,382,0.261,0.322,0.421,0.955,6,class_1
1196,12,936,3055,396,767,81,28,7,162,250,265,0.251,0.31,0.303,0.949,5,class_1
1132,10,926,2986,356,774,165,22,56,342,213,329,0.259,0.316,0.385,0.993,2,class_1
48,11,1472,5507,787,1714,328,94,83,819,355,410,0.311,0.357,0.45,0.973,3,class_1
170,11,1311,4520,535,1220,204,24,120,545,439,764,0.27,0.337,0.405,0.958,6,class_1
226,18,1779,6560,1062,1990,322,80,18,552,748,345,0.303,0.378,0.385,0.967,3,class_1
565,10,759,2221,250,515,68,18,6,210,171,197,0.232,0.292,0.287,0.907,5,class_1
838,13,1622,5722,722,1469,216,55,78,506,314,812,0.257,0.298,0.355,0.972,4,class_1
566,12,918,1963,249,487,95,18,26,188,114,289,0.248,0.291,0.355,0.978,3,class_1
638,11,1438,5236,810,1463,259,45,199,929,750,546,0.279,0.372,0.46,0.977,3,class_1
6,13,1322,4623,550,1331,180,33,78,525,244,626,0.288,0.329,0.392,0.953,3,class_1
255,15,1369,3945,539,1016,188,10,196,699,568,719,0.258,0.358,0.459,0.993,1,class_1
299,13,1435,4797,564,1252,242,18,136,609,559,675,0.261,0.343,0.404,0.98,4,class_1
330,16,1765,5941,706,1447,247,33,245,923,585,1318,0.244,0.313,0.42,0.993,2,class_1
433,10,813,2619,372,697,91,36,19,256,181,153,0.266,0.317,0.35,0.944,5,class_1
625,13,1863,6920,1239,2051,396,95,288,1283,1075,851,0.296,0.393,0.506,0.952,3,class_1
152,11,874,2307,254,628,88,11,44,230,156,291,0.272,0.321,0.377,0.968,5,class_1
1145,10,1155,4359,717,1292,275,83,58,556,489,380,0.296,0.369,0.437,0.938,3,class_1
695,13,1377,5070,754,1493,185,75,22,410,391,246,0.294,0.347,0.374,0.926,6,class_1
347,11,1055,3774,478,992,154,68,14,381,264,292,0.263,0.319,0.351,0.989,2,class_1
664,20,1748,4703,578,1254,215,38,102,531,429,632,0.267,0.331,0.394,0.979,3,class_1
213,11,881,3687,728,1101,170,98,56,219,237,124,0.299,0.347,0.443,0.882,3,class_1
251,13,1213,4263,565,1196,183,33,93,524,360,702,0.281,0.342,0.404,0.978,3,class_1
317,14,1089,3772,643,1020,98,40,9,289,478,16,0.27,0.356,0.325,0.962,3,class_1
443,15,1788,6747,1180,1920,206,75,21,631,817,15,0.285,0.368,0.347,0.964,3,class_1
920,10,1002,3091,485,778,132,31,133,415,383,756,0.252,0.349,0.444,0.976,3,class_1
1159,12,1331,4415,643,1103,215,38,147,579,534,817,0.25,0.332,0.416,0.986,3,class_1
1323,15,1691,5826,786,1502,252,33,190,812,755,541,0.258,0.345,0.41,0.963,6,class_1
396,17,1574,5606,874,1339,238,35,134,601,1043,827,0.239,0.361,0.366,0.958,5,class_1
182,10,811,2980,396,890,153,35,17,281,182,109,0.299,0.34,0.391,0.99,2,class_1
39,11,307,738,79,176,31,5,4,89,85,73,0.238,0.317,0.31,0.978,0,class_1
970,17,1633,3421,429,833,132,13,95,426,532,589,0.243,0.349,0.373,0.994,2,class_1
1291,10,822,2234,277,610,87,31,30,184,108,338,0.273,0.307,0.38,0.975,3,class_1
758,20,2171,7898,1184,2352,433,159,71,1034,965,478,0.298,0.378,0.42,0.993,2,class_1
74,17,1816,6253,721,1613,245,55,43,656,568,530,0.258,0.325,0.335,0.964,5,class_1
971,11,410,1309,103,278,43,14,4,105,39,0,0.212,0.237,0.276,0.968,0,class_1
1324,13,1693,5851,802,1643,348,85,29,826,824,405,0.281,0.372,0.384,0.967,6,class_1
397,10,1077,3546,411,935,146,13,22,261,265,353,0.264,0.318,0.331,0.971,5,class_1
720,10,523,1873,254,452,61,36,22,152,177,111,0.241,0.314,0.348,0.935,0,class_1
954,11,622,1081,108,230,32,6,0,65,74,133,0.213,0.268,0.253,0.976,5,class_1
227,13,1170,3790,725,1085,166,72,189,760,784,499,0.286,0.41,0.518,0.98,3,class_1
1028,15,1385,4338,620,1147,189,35,76,418,588,768,0.264,0.356,0.377,0.978,3,class_1
848,13,1526,5683,737,1570,308,69,163,852,514,480,0.276,0.338,0.441,0.965,6,class_1
1207,11,1168,4058,581,1128,179,25,130,634,576,605,0.278,0.37,0.431,0.982,3,class_1
478,12,877,2576,170,603,86,11,31,244,189,240,0.234,0.288,0.312,0.987,0,class_1
813,12,856,2110,237,475,77,17,32,185,142,461,0.225,0.282,0.323,0.953,6,class_1
153,16,1483,4624,514,1176,196,41,63,514,364,443,0.254,0.31,0.355,0.978,3,class_1
1222,14,1491,4979,474,1313,244,12,113,628,365,855,0.264,0.316,0.386,0.985,0,class_1
929,11,841,1796,256,434,71,23,43,176,164,318,0.242,0.311,0.379,0.984,3,class_1
362,16,2078,7651,899,1931,254,80,14,527,684,759,0.252,0.316,0.312,0.966,5,class_1
100,13,1035,3150,237,751,86,21,4,240,113,126,0.238,0.273,0.283,0.976,0,class_1
721,11,1125,2918,374,699,112,19,117,401,363,401,0.24,0.328,0.411,0.984,3,class_1
309,16,1941,6677,901,1575,240,25,442,1210,608,1816,0.236,0.305,0.478,0.957,3,class_1
1260,10,380,1414,186,376,40,29,12,222,67,92,0.266,0.301,0.361,0.923,0,class_1
414,16,1311,3467,411,824,143,18,85,424,456,518,0.238,0.33,0.363,0.989,3,class_1
1133,10,843,2708,356,648,100,3,176,460,236,744,0.239,0.309,0.473,0.974,3,class_1
921,16,1215,4027,375,882,108,31,17,390,314,166,0.219,0.277,0.274,0.961,0,class_1
75,11,821,2513,357,626,106,15,40,250,331,285,0.249,0.337,0.351,0.955,5,class_1
911,12,318,669,64,155,21,3,13,69,31,71,0.232,0.267,0.33,0.906,6,class_1
790,13,1260,4241,474,1151,181,61,20,513,281,114,0.271,0.318,0.357,0.971,0,class_1
1213,15,1718,5929,848,1766,290,29,279,1028,492,365,0.298,0.354,0.498,0.993,2,class_1
1018,11,1278,4469,572,1103,178,48,8,365,485,191,0.247,0.325,0.313,0.957,4,class_1
101,10,907,3418,423,943,198,27,28,368,244,238,0.276,0.326,0.374,0.955,5,class_1
1080,13,1495,4829,490,1311,266,27,84,595,343,579,0.271,0.325,0.39,0.957,6,class_1
927,12,1162,4271,572,1190,195,49,28,443,222,190,0.279,0.316,0.367,0.927,5,class_1
363,12,1079,3993,466,1081,180,30,29,393,189,251,0.271,0.305,0.353,0.964,4,class_1
415,15,2085,7649,972,2150,344,181,75,992,689,545,0.281,0.346,0.403,0.99,2,class_1
874,10,853,3010,349,750,84,30,5,266,242,214,0.249,0.312,0.302,0.928,5,class_1
29,10,658,1963,204,464,75,8,73,267,99,350,0.236,0.275,0.394,0.979,3,class_1
416,18,1853,5436,536,1418,225,25,118,614,454,581,0.261,0.319,0.377,0.994,2,class_1
972,12,1241,4676,676,1321,221,75,45,514,446,339,0.283,0.346,0.391,0.982,3,class_1
1084,14,1391,5087,691,1454,298,58,89,799,474,453,0.286,0.347,0.42,0.944,5,class_1
1214,10,977,2447,238,565,61,21,13,202,271,272,0.231,0.309,0.289,0.981,4,class_1
102,10,1087,4284,536,996,145,115,25,313,137,260,0.232,0.258,0.338,0.876,6,class_1
601,15,1833,6913,951,2092,356,56,87,671,594,404,0.303,0.359,0.408,0.978,3,class_1
760,18,2104,7984,1236,2212,412,111,131,1049,980,612,0.277,0.359,0.406,0.992,2,class_1
373,12,1057,3379,329,917,91,29,1,263,248,255,0.271,0.326,0.316,0.983,4,class_1
232,11,950,3102,467,813,151,44,117,509,389,595,0.262,0.346,0.452,0.977,3,class_1
194,12,1263,4919,678,1377,197,86,39,690,219,124,0.28,0.318,0.379,0.984,2,class_1
882,16,1523,4549,650,1303,207,42,91,458,372,657,0.286,0.342,0.41,0.983,3,class_1
761,11,791,1925,239,429,68,12,65,218,309,339,0.223,0.335,0.372,0.979,3,class_1
398,11,835,2595,442,599,105,9,39,193,546,312,0.231,0.366,0.323,0.947,5,class_1
1208,10,432,1005,78,240,35,5,13,95,39,140,0.239,0.271,0.322,0.99,0,class_1
722,11,1346,4288,625,1061,169,50,93,467,588,767,0.247,0.346,0.375,0.989,3,class_1
849,11,1264,4101,522,1099,180,45,91,479,299,421,0.268,0.321,0.4,0.981,3,class_1
613,14,772,1929,179,450,69,5,34,203,253,188,0.233,0.323,0.327,0.983,0,class_1
567,10,1196,3703,297,843,111,20,8,273,136,436,0.228,0.256,0.275,0.971,5,class_1
202,15,1862,7158,1007,2074,332,40,151,874,553,719,0.29,0.346,0.411,0.966,6,class_1
461,11,1194,4212,501,1185,198,79,15,560,288,85,0.281,0.331,0.377,0.952,4,class_1
610,10,1184,4718,925,1430,259,114,53,549,484,141,0.303,0.38,0.44,0.971,2,class_1
919,12,1302,4603,805,1239,247,56,38,526,705,470,0.269,0.369,0.372,0.956,5,class_1
34,17,1627,6822,1478,1833,245,85,27,398,589,239,0.269,0.334,0.341,0.87,6,class_1
228,11,527,1170,105,298,63,9,16,140,109,150,0.255,0.321,0.365,0.988,0,class_1
266,10,1043,3509,487,945,183,37,40,486,485,244,0.269,0.36,0.377,0.936,6,class_1
348,12,1163,3891,338,954,134,45,7,377,209,376,0.245,0.288,0.308,0.93,5,class_1
1284,11,1212,3802,453,972,193,26,71,442,408,602,0.256,0.329,0.376,0.956,6,class_1
472,10,991,3733,543,1147,196,53,72,509,163,189,0.307,0.341,0.446,0.975,3,class_1
1105,10,799,1719,205,460,100,10,18,183,176,217,0.268,0.338,0.369,0.983,3,class_1
1247,19,2156,7959,1355,2143,266,172,63,810,820,278,0.269,0.34,0.37,0.975,3,class_1
580,10,813,2805,410,808,137,24,101,518,274,319,0.288,0.356,0.462,0.973,3,class_1
1003,13,1268,4167,638,1109,145,49,3,284,571,335,0.266,0.357,0.327,0.961,3,class_1
779,12,1039,3191,320,709,109,19,22,229,241,564,0.222,0.278,0.289,0.961,5,class_1
233,16,1988,6868,973,1875,396,61,215,884,749,1024,0.273,0.357,0.442,0.984,3,class_1
723,12,1010,3445,446,901,121,35,164,529,363,787,0.262,0.335,0.46,0.961,3,class_1
665,14,1415,5045,614,1342,223,37,144,723,342,1000,0.266,0.316,0.411,0.974,3,class_1
1215,10,729,2092,233,512,91,11,69,251,209,471,0.245,0.319,0.398,0.972,4,class_1
1171,10,822,2460,311,749,123,28,36,389,216,118,0.304,0.366,0.421,0.989,2,class_1
377,11,1459,5351,612,1518,289,68,38,793,352,353,0.284,0.333,0.384,0.959,3,class_1
186,11,1349,5261,830,1563,249,93,71,607,573,303,0.297,0.368,0.42,0.927,6,class_1
1188,12,1291,4134,560,1122,184,34,148,591,576,768,0.271,0.363,0.44,0.98,3,class_1
154,10,817,2328,198,549,68,9,3,137,99,116,0.236,0.271,0.277,0.959,5,class_1
791,12,854,2795,401,762,124,48,72,404,289,366,0.273,0.344,0.429,0.98,3,class_1
286,11,1057,3494,428,982,162,32,107,451,299,377,0.281,0.342,0.438,0.982,3,class_1
948,10,561,1490,128,354,56,9,19,153,144,141,0.238,0.31,0.326,0.984,0,class_1
584,14,1317,4563,640,1252,159,82,32,482,395,156,0.274,0.337,0.366,0.944,6,class_1
1314,15,1666,5940,836,1658,222,49,114,563,552,383,0.279,0.342,0.391,0.989,2,class_1
792,13,1503,5244,651,1407,216,41,93,547,451,472,0.268,0.331,0.378,0.965,5,class_1
1182,18,1752,5351,623,1415,244,14,155,808,671,453,0.264,0.359,0.402,0.992,0,class_1
611,16,1874,7674,1455,2127,342,96,92,1055,612,261,0.277,0.335,0.383,0.906,5,class_1
279,10,1013,3020,384,805,135,33,132,467,353,460,0.267,0.345,0.464,0.988,2,class_1
1200,13,853,2601,375,661,116,25,116,397,393,497,0.254,0.354,0.452,0.986,0,class_1
300,16,1812,6354,1023,1671,232,50,155,614,833,852,0.263,0.351,0.388,0.977,4,class_1
14,19,1950,5916,613,1547,206,43,51,652,556,538,0.261,0.326,0.337,0.985,0,class_1
603,12,1450,4644,623,1251,193,37,136,591,418,696,0.269,0.333,0.415,0.967,3,class_1
129,18,1818,7064,1131,1929,230,85,71,984,473,213,0.273,0.325,0.36,0.95,4,class_1
814,16,1368,3476,510,881,137,18,116,441,446,596,0.253,0.34,0.403,0.984,3,class_1
1039,13,1401,4317,564,1177,186,45,37,479,403,226,0.273,0.336,0.362,0.983,3,class_1
555,15,1821,6505,880,1795,344,24,307,1128,845,1495,0.276,0.366,0.478,0.972,3,class_1
673,13,1184,2879,364,798,123,34,115,470,224,416,0.277,0.331,0.463,0.964,3,class_1
479,17,1969,6925,1063,1960,388,43,306,1111,857,1116,0.283,0.364,0.484,0.988,3,class_1
328,13,1121,4294,932,1333,244,69,62,569,621,212,0.31,0.407,0.443,0.882,6,class_1
263,11,723,2695,391,659,79,28,5,265,169,127,0.245,0.305,0.3,0.927,0,class_1
423,11,1029,2843,360,742,121,16,18,234,409,358,0.261,0.361,0.334,0.989,3,class_1
487,15,1749,6331,777,1802,337,62,117,754,323,781,0.285,0.323,0.413,0.983,3,class_1
103,15,1806,6594,920,2008,348,34,163,860,605,510,0.305,0.369,0.442,0.948,6,class_1
1183,16,2087,7441,1112,2169,425,166,83,1176,736,359,0.291,0.363,0.427,0.97,3,class_1
581,13,1069,3421,404,956,181,27,57,501,299,260,0.279,0.342,0.398,0.968,6,class_1
462,12,1441,5428,647,1486,239,21,133,728,337,434,0.274,0.318,0.399,0.955,6,class_1
559,17,1460,4505,386,1194,197,16,53,543,418,264,0.265,0.328,0.351,0.977,0,class_1
258,13,477,1145,96,250,25,3,3,112,118,102,0.218,0.293,0.253,0.973,0,class_1
897,16,1498,4716,677,1332,203,106,44,503,324,464,0.282,0.332,0.398,0.966,3,class_1
1106,13,1555,5248,664,1349,189,43,56,458,471,616,0.257,0.319,0.341,0.985,3,class_1
441,11,969,2707,360,707,97,10,89,330,256,352,0.261,0.331,0.403,0.977,4,class_1
930,13,1572,5506,602,1448,272,37,36,624,470,537,0.263,0.323,0.345,0.969,5,class_1
1122,12,1463,5101,826,1325,195,42,275,851,652,733,0.26,0.348,0.476,0.982,3,class_1
973,11,1035,3593,433,971,173,8,148,530,247,810,0.27,0.324,0.446,0.978,3,class_1
1319,11,1246,4233,583,1160,163,39,130,604,458,219,0.274,0.347,0.423,0.979,3,class_1
76,11,1021,3419,425,877,137,28,64,333,188,355,0.257,0.301,0.369,0.98,4,class_1
674,11,1018,2652,337,666,130,17,85,345,207,574,0.251,0.309,0.409,0.982,3,class_1
1042,13,1189,4117,754,1227,270,75,59,501,369,438,0.298,0.358,0.443,0.973,3,class_1
635,14,908,2189,189,487,82,12,32,230,201,299,0.222,0.293,0.315,0.987,0,class_1
183,17,1049,2743,245,618,128,10,58,321,230,419,0.225,0.287,0.343,0.984,0,class_1
1053,14,1229,3468,420,917,164,31,47,417,410,311,0.264,0.344,0.37,0.983,0,class_1
491,16,2033,7147,1083,2011,319,51,234,978,940,1125,0.281,0.367,0.439,0.968,3,class_1
281,14,1423,3443,302,748,79,24,6,252,370,538,0.217,0.295,0.259,0.973,5,class_1
229,14,1133,3245,478,856,110,26,148,532,484,545,0.264,0.363,0.451,0.988,3,class_1
196,10,1165,4120,545,1127,172,23,90,536,512,565,0.274,0.36,0.392,0.984,3,class_1
310,12,1252,3670,462,920,130,20,96,422,344,501,0.251,0.32,0.375,0.978,3,class_1
675,10,556,1527,120,357,63,10,15,130,157,293,0.234,0.31,0.318,0.99,0,class_1
883,18,2071,7609,959,2031,340,31,354,1244,487,1570,0.267,0.315,0.459,0.994,2,class_1
988,15,1192,3693,313,971,147,11,77,443,305,361,0.263,0.321,0.371,0.986,0,class_1
815,15,1620,5447,733,1379,211,19,255,879,881,810,0.253,0.363,0.439,0.994,2,class_1
884,13,1288,4048,533,1109,190,39,94,419,282,481,0.274,0.324,0.41,0.97,3,class_1
885,14,1475,4124,571,1068,191,24,93,460,642,627,0.259,0.361,0.385,0.986,3,class_1
696,13,1020,3977,619,1006,114,39,12,469,365,290,0.253,0.322,0.31,0.944,3,class_1
338,16,1763,6185,888,1530,231,71,197,697,882,974,0.247,0.344,0.403,0.977,4,class_1
49,11,1071,3853,548,1153,167,55,63,430,248,457,0.299,0.348,0.42,0.989,3,class_1
526,16,1659,5526,516,1203,140,47,7,447,419,271,0.218,0.281,0.264,0.948,5,class_1
650,12,1091,4195,550,1203,171,66,7,474,268,13,0.287,0.333,0.364,0.946,3,class_1
796,11,542,1557,182,432,72,16,25,209,90,114,0.277,0.319,0.392,0.99,2,class_1
1232,21,1909,5529,590,1501,242,57,97,645,548,422,0.271,0.34,0.388,0.99,0,class_1
463,13,1534,5723,722,1711,334,26,128,951,399,189,0.299,0.348,0.434,0.995,2,class_1
975,10,748,2325,302,640,100,29,14,215,188,173,0.275,0.33,0.361,0.976,3,class_1
54,10,989,3645,433,867,110,42,15,417,280,30,0.238,0.297,0.303,0.885,6,class_1
51,11,1170,4172,664,1301,214,71,24,397,497,261,0.312,0.386,0.414,0.984,3,class_1
1249,13,1468,3956,484,972,150,42,75,404,332,544,0.246,0.311,0.362,0.991,2,class_1
260,15,1098,3121,308,785,121,28,52,339,265,398,0.252,0.314,0.358,0.984,0,class_1
593,10,543,1157,148,326,71,12,9,148,129,108,0.282,0.355,0.387,0.97,0,class_1
541,10,1336,4676,697,1291,187,51,112,576,559,623,0.276,0.358,0.41,0.984,4,class_1
417,14,894,3007,398,826,146,49,13,383,254,19,0.275,0.335,0.369,0.967,0,class_1
294,12,1436,5222,842,1482,181,100,42,727,429,10,0.284,0.362,0.381,0.989,2,class_1
241,10,826,3253,537,872,116,28,9,294,183,157,0.268,0.31,0.329,0.903,6,class_1
819,16,1099,3924,1024,1309,121,70,13,462,836,74,0.334,0.465,0.41,0.9,6,class_1
318,26,1781,6290,770,1749,300,79,45,787,515,214,0.278,0.341,0.372,0.938,0,class_1
1211,19,2128,7822,872,2405,312,101,20,1062,380,189,0.307,0.343,0.381,0.993,2,class_1
934,10,1072,3958,562,1066,140,69,4,319,439,384,0.269,0.346,0.343,0.964,3,class_1
418,13,1654,6890,1227,2083,272,158,66,1070,635,157,0.302,0.364,0.416,0.9,5,class_1
106,11,846,2843,319,713,86,33,8,240,190,199,0.251,0.301,0.313,0.952,6,class_1
876,13,862,2647,183,694,90,26,6,298,136,79,0.262,0.3,0.323,0.973,0,class_1
931,15,1831,6660,1008,1926,401,88,120,996,675,558,0.289,0.357,0.43,0.965,4,class_1
1146,16,2093,6752,739,1639,253,35,68,594,665,711,0.243,0.316,0.321,0.972,5,class_1
850,16,1583,5131,568,1273,172,26,156,606,510,815,0.248,0.318,0.383,0.961,6,class_1
431,14,1251,4519,592,1240,229,29,82,633,261,328,0.274,0.318,0.392,0.949,5,class_1
976,10,492,1078,169,257,16,6,1,85,92,97,0.238,0.299,0.267,0.946,4,class_1
527,12,1550,5747,832,1588,315,64,135,794,712,634,0.276,0.357,0.424,0.992,2,class_1
568,19,2084,7218,940,2091,484,66,191,1097,648,779,0.29,0.355,0.454,0.966,1,class_1
1172,10,1046,3437,406,916,168,39,80,544,311,342,0.267,0.329,0.408,0.985,3,class_1
1191,12,1377,5063,590,1316,210,64,22,548,327,306,0.26,0.306,0.34,0.973,4,class_1
105,10,1144,3971,496,1004,162,9,160,591,479,669,0.253,0.34,0.419,0.949,6,class_1
327,13,1598,5071,605,1270,225,40,101,606,698,853,0.25,0.346,0.37,0.961,5,class_1
480,16,1638,5782,720,1580,290,82,60,733,454,583,0.273,0.331,0.383,0.985,2,class_1
1173,10,1190,4405,695,1227,188,108,40,721,422,10,0.279,0.346,0.398,0.938,3,class_1
206,10,1055,3585,476,934,167,36,47,373,307,359,0.261,0.323,0.367,0.976,3,class_1
1123,11,1219,4201,453,972,101,71,5,254,355,449,0.231,0.293,0.293,0.976,5,class_1
628,11,1289,4900,701,1521,250,93,106,819,269,199,0.31,0.348,0.464,0.959,3,class_1
155,11,1407,5475,826,1693,368,95,156,1067,375,619,0.309,0.356,0.497,0.958,3,class_1
293,12,1118,3734,411,944,153,31,86,459,219,277,0.253,0.296,0.379,0.991,2,class_1
504,10,973,2806,249,642,86,12,15,226,234,421,0.229,0.29,0.284,0.962,5,class_1
205,12,1288,4367,508,1142,147,46,53,501,566,406,0.262,0.349,0.353,0.973,4,class_1
400,14,1042,3053,383,722,95,17,44,228,215,313,0.236,0.288,0.322,0.962,4,class_1
259,16,1982,7359,1004,2100,240,105,17,617,685,197,0.285,0.353,0.353,0.953,3,class_1
875,11,989,2448,290,623,71,24,11,184,133,176,0.254,0.295,0.317,0.974,4,class_1
442,12,1480,5791,699,1617,229,38,22,403,318,242,0.279,0.324,0.343,0.98,4,class_1
120,16,1820,6212,946,1936,389,96,116,990,383,340,0.312,0.359,0.461,0.971,3,class_1
401,14,1510,5337,539,1270,263,28,97,640,351,465,0.238,0.29,0.352,0.972,5,class_1
350,13,1317,5167,839,1380,192,57,33,518,467,129,0.267,0.333,0.345,0.918,0,class_1
369,12,1589,5805,711,1526,232,108,32,715,391,454,0.263,0.314,0.357,0.988,2,class_1
1019,13,927,2836,229,695,97,33,5,231,104,301,0.245,0.275,0.308,0.973,0,class_1
1006,10,540,1364,166,325,68,10,24,159,160,265,0.238,0.325,0.356,0.972,3,class_1
1107,15,1482,3887,552,1046,161,35,28,369,454,583,0.269,0.348,0.35,0.986,3,class_1
737,10,772,2964,440,848,189,50,49,363,210,133,0.286,0.341,0.433,0.93,0,class_1
816,12,1215,3436,455,855,140,16,131,498,504,473,0.249,0.347,0.413,0.991,2,class_1
364,13,1400,4026,530,1003,176,16,200,643,606,668,0.249,0.351,0.45,0.99,2,class_1
990,17,1835,6579,1136,1963,336,83,186,1023,814,584,0.298,0.391,0.459,0.974,3,class_1
280,11,1127,3984,555,1244,169,61,41,403,346,119,0.312,0.368,0.416,0.985,3,class_1
524,11,887,2645,251,623,93,7,76,301,222,607,0.236,0.298,0.362,0.987,0,class_1
1108,19,1986,6136,950,1619,248,64,241,775,924,1513,0.264,0.362,0.443,0.979,3,class_1
365,16,1720,6215,798,1623,302,36,176,729,600,866,0.261,0.33,0.406,0.968,6,class_1
1327,14,1632,5843,645,1604,279,25,139,802,465,751,0.275,0.331,0.402,0.992,2,class_1
156,10,387,1185,125,306,50,8,23,156,64,268,0.258,0.3,0.372,0.983,0,class_1
1295,12,1457,4843,737,1399,212,60,142,661,644,591,0.289,0.374,0.445,0.978,3,class_1
230,15,1334,4033,456,1052,187,43,36,408,346,470,0.261,0.321,0.355,0.98,0,class_1
505,14,1042,3543,497,958,179,53,58,436,317,401,0.27,0.333,0.4,0.975,3,class_1
402,10,748,2474,360,706,108,26,13,257,272,121,0.285,0.359,0.366,0.956,4,class_1
794,10,846,3013,439,926,155,26,73,452,195,176,0.307,0.352,0.449,0.97,3,class_1
736,12,1335,5427,809,1615,258,53,79,513,348,247,0.298,0.344,0.408,0.975,3,class_1
1074,10,749,2253,258,627,110,17,27,308,158,85,0.278,0.326,0.378,0.969,3,class_1
1223,11,1298,4700,719,1318,263,28,80,513,406,368,0.28,0.34,0.399,0.985,3,class_1
834,12,733,1305,126,375,68,6,26,207,89,182,0.287,0.336,0.408,0.981,1,class_1
676,15,1441,4528,516,1173,199,36,95,570,366,567,0.259,0.316,0.382,0.983,3,class_1
1029,14,818,2634,198,618,102,24,18,262,142,36,0.235,0.283,0.312,0.976,0,class_1
842,12,1306,4581,511,1279,214,14,121,674,405,515,0.279,0.339,0.411,0.979,3,class_1
1010,12,1382,4992,699,1257,171,87,37,386,387,885,0.252,0.308,0.343,0.982,3,class_1
525,13,1076,3671,372,920,147,32,5,376,234,59,0.251,0.303,0.312,0.931,6,class_1
817,15,1265,4912,821,1275,239,80,43,643,358,656,0.26,0.31,0.367,0.971,2,class_1
724,12,1089,3375,371,876,170,16,112,435,213,521,0.26,0.308,0.419,0.949,6,class_1
902,12,1588,5815,869,1494,273,66,169,737,616,1135,0.257,0.334,0.414,0.984,3,class_1
818,11,769,1723,247,438,69,17,11,145,143,226,0.254,0.315,0.333,0.99,3,class_1
1296,17,2012,7356,1124,2138,435,110,89,679,821,457,0.291,0.364,0.416,0.973,3,class_1
898,13,824,2234,210,552,75,4,63,276,282,316,0.247,0.333,0.369,0.978,0,class_1
795,10,972,3507,618,1054,209,82,23,376,415,336,0.301,0.386,0.427,0.971,3,class_1
922,20,1536,3779,496,1149,125,52,31,438,289,320,0.304,0.358,0.389,0.979,3,class_1
974,13,1276,4291,485,1099,183,54,7,461,469,297,0.256,0.334,0.329,0.944,6,class_1
